Step 	Input 	Output 	K1 	K2 	K3 	K4 	K5 	M1 	M2 	S1 	S2 	S3 	S4 	S5 	Chi 	Psi 	M1 	M2 	TM 
33 : 	X x.xxx	I .xx..	34	9	12	11	15	54	29	31	2	39	44	47	.x...	x..xx	.	.	x
34 : 	. ..x..	E x....	35	10	13	12	16	55	29	32	3	40	45	48	xx..x	.xx.x	x	.	.
35 : 	Y x.x.x	+ xx.xx	36	11	14	13	17	56	30	32	3	40	45	48	...xx	.xx.x	x	x	x
36 : 	K xxxx.	+ xx.xx	37	12	15	14	18	57	31	33	4	41	46	49	x...x	x.x..	.	.	x
37 : 	C .xxx.	. ..x..	38	13	16	15	19	58	31	34	5	42	47	50	x.x..	xxxx.	.	.	x
38 : 	W xx..x	- xxxxx	39	14	17	16	20	59	31	35	6	43	48	51	xxxxx	xx..x	.	.	x
39 : 	P .xx.x	- xxxxx	40	15	18	17	21	60	31	36	7	44	49	52	x.xxx	..x.x	.	.	.
40 : 	Y x.x.x	W xx..x	41	16	19	18	22	61	31	36	7	44	49	52	.x..x	..x.x	x	.	x
41 : 	E x....	U xxx..	1	17	20	19	23	1	32	37	8	45	50	53	.....	.xx..	x	x	x
42 : 	A xx...	N ..xx.	2	18	21	20	1	2	33	38	9	46	51	54	.xxx.	x....	x	.	x
43 : 	. ..x..	D x..x.	3	19	22	21	2	3	34	39	10	47	52	55	.xx.x	xx.xx	x	x	x
44 : 	S x.x..	E x....	4	20	23	22	3	4	35	40	11	48	53	56	x....	x.x..	.	.	.
45 : 	4 .x...	R .x.x.	5	21	24	23	4	5	35	40	11	48	53	56	x.xx.	x.x..	x	.	x
46 : 	C .xxx.	B x..xx	6	22	25	24	5	6	36	41	12	49	1	57	x.xx.	.x.xx	.	x	x
47 : 	O ...xx	A xx...	7	23	26	25	6	7	36	42	13	50	2	58	xx.xx	.....	x	x	x
48 : 	M ..xxx	R .x.x.	8	24	27	26	7	8	37	43	14	51	3	59	...x.	.xxxx	x	.	.
49 : 	J xx.x.	E x....	9	25	28	1	8	9	1	43	14	51	3	59	..x.x	.xxxx	.	x	x
50 : 	J xx.x.	+ xx.xx	10	26	29	2	9	10	1	1	15	1	4	1	..x.x	..x..	.	x	x
51 : 	E x....	+ xx.xx	11	27	1	3	10	11	1	2	16	2	5	2	...x.	.x..x	x	x	x
52 : 	4 .x...	. ..x..	12	28	2	4	11	12	2	3	17	3	6	3	xx.x.	x.xx.	x	.	x
53 : 	L .x..x	- xxxxx	13	29	3	5	12	13	3	4	18	4	7	4	xxx.x	.x.xx	.	x	x
54 : 	V .xxxx	- xxxxx	14	30	4	6	13	14	3	5	19	5	8	5	.xx..	xxx..	.	x	x
55 : 	U xxx..	W xx..x	15	31	5	7	14	15	3	6	20	6	9	6	..xx.	...xx	x	x	x
56 : 	I .xx..	E x....	16	1	6	8	15	16	4	7	21	7	10	7	.x...	x.x..	x	x	x
57 : 	P .xx.x	L .x..x	17	2	7	9	16	17	5	8	22	8	11	8	.xxxx	.x.xx	.	x	x
58 : 	R .x.x.	T ....x	18	3	8	10	17	18	5	9	23	9	12	9	x.xxx	xxx..	.	x	x
59 : 	W xx..x	+ xx.xx	19	4	9	11	18	19	5	10	24	10	13	10	....x	...xx	.	x	x
60 : 	K xxxx.	+ xx.xx	20	5	10	12	19	20	5	11	25	11	14	11	xx...	xxx.x	x	x	x
61 : 	W xx..x	. ..x..	21	6	11	13	20	21	6	12	26	12	15	12	xxxxx	...x.	x	.	.
62 : 	S x.x..	- xxxxx	22	7	12	14	21	22	7	12	26	12	15	12	.x..x	...x.	x	x	x
63 : 	J xx.x.	- xxxxx	23	8	13	15	22	23	8	13	27	13	16	13	....x	..x..	x	.	.
64 : 	Z x...x	V .xxxx	24	9	14	16	23	24	9	13	27	13	16	13	xx.x.	..x..	.	x	x
65 : 	B x..xx	O ...xx	25	10	15	17	1	25	9	14	28	14	17	14	.x.x.	xx.x.	x	x	x
66 : 	3 ...x.	N ..xx.	26	11	16	18	2	26	10	15	29	15	18	15	..x.x	....x	.	.	.
67 : 	C .xxx.	+ xx.xx	27	12	17	19	3	27	10	15	29	15	18	15	x.x..	....x	x	.	x
68 : 	O ...xx	+ xx.xx	28	13	18	20	4	28	11	16	30	16	19	16	x.xx.	.xxx.	x	x	x
69 : 	X x.xxx	. ..x..	29	14	19	21	5	29	12	17	31	17	20	17	.x...	xx.xx	.	.	x
70 : 	N ..xx.	- xxxxx	30	15	20	22	6	30	12	18	32	18	21	18	x...x	.x...	x	.	.
71 : 	W xx..x	- xxxxx	31	16	21	23	7	31	13	18	32	18	21	18	.xxx.	.x...	x	x	x
72 : 	V .xxxx	N ..xx.	32	17	22	24	8	32	14	19	33	19	22	19	x.xxx	xxxx.	.	.	.
73 : 	W xx..x	U xxx..	33	18	23	25	9	33	14	19	33	19	22	19	xx.xx	xxxx.	.	.	x
74 : 	D x..x.	L .x..x	34	19	24	26	10	34	14	20	34	20	23	20	.xxx.	x.x.x	.	.	.
75 : 	4 .x...	L .x..x	35	20	25	1	11	35	14	20	34	20	23	20	x.x..	x.x.x	x	.	.
76 : 	V .xxxx	+ xx.xx	36	21	26	2	12	36	15	20	34	20	23	20	....x	x.x.x	x	.	x
77 : 	4 .x...	+ xx.xx	37	22	27	3	13	37	16	21	35	21	24	21	x..x.	....x	.	x	x
78 : 	V .xxxx	. ..x..	38	23	28	4	14	38	16	22	36	22	25	22	xxxx.	x.x.x	.	x	x
79 : 	+ xx.xx	- xxxxx	39	24	29	5	15	39	16	23	37	23	26	23	x.x..	x....	.	x	x
80 : 	L .x..x	- xxxxx	40	25	1	6	16	40	16	24	38	24	27	24	x...x	..xxx	.	x	x
81 : 	G .x.xx	B x..xx	41	26	2	7	17	41	16	25	39	25	28	25	...xx	xx.xx	x	x	x
82 : 	. ..x..	I .xx..	1	27	3	8	18	42	17	26	40	26	29	26	..x.x	.xx.x	x	.	x
83 : 	M ..xxx	S x.x..	2	28	4	9	19	43	18	27	41	27	30	27	.xxx.	xxx.x	x	x	x
84 : 	D x..x.	+ xx.xx	3	29	5	10	20	44	19	28	42	28	31	28	.xxxx	..xx.	x	.	.
85 : 	. ..x..	+ xx.xx	4	30	6	11	21	45	20	28	42	28	31	28	xx..x	..xx.	.	x	x
86 : 	F x.xx.	. ..x..	5	31	7	12	22	46	20	29	43	29	32	29	x.x.x	..xxx	x	x	x
87 : 	A xx...	- xxxxx	6	1	8	13	23	47	21	30	44	30	33	30	xxxx.	xx..x	x	x	x
88 : 	X x.xxx	- xxxxx	7	2	9	14	1	48	22	31	45	31	34	31	xx...	x....	.	x	x
89 : 	F x.xx.	U xxx..	8	3	10	15	2	49	22	32	46	32	35	32	....x	.x.xx	.	x	x
90 : 	J xx.x.	N ..xx.	9	4	11	16	3	50	22	33	47	33	36	33	..xx.	xx.x.	x	x	x
91 : 	C .xxx.	E x....	10	5	12	17	4	51	23	34	1	34	37	34	.x.x.	x.x..	x	.	x
92 : 	A xx...	N ..xx.	11	6	13	18	5	52	24	35	2	35	38	35	.x...	x.xx.	.	x	x
93 : 	H ..x.x	D x..x.	12	7	14	19	6	53	24	36	3	36	39	36	xx..x	.xxx.	.	x	x
94 : 	A xx...	L .x..x	13	8	15	20	7	54	24	37	4	37	40	37	x..x.	...xx	.	x	x
95 : 	+ xx.xx	I .xx..	14	9	16	21	8	55	24	38	5	38	41	38	.xx.x	xx.x.	x	x	x
96 : 	W xx..x	C .xxx.	15	10	17	22	9	56	25	39	6	39	42	39	.xx.x	xx.x.	x	.	.
97 : 	W xx..x	H ..x.x	16	11	18	23	10	57	26	39	6	39	42	39	..xx.	xx.x.	.	x	x
98 : 	P .xx.x	+ xx.xx	17	12	19	24	11	58	26	40	7	40	43	40	...x.	x.x..	.	x	x
99 : 	M ..xxx	+ xx.xx	18	13	20	25	12	59	26	41	8	41	44	41	x..xx	.xxxx	.	x	x
100 : 	4 .x...	3 ...x.	19	14	21	26	13	60	26	42	9	42	45	42	.xxx.	..x..	.	x	x
101 : 	M ..xxx	+ xx.xx	20	15	22	1	14	61	26	43	10	43	46	43	x.x..	.x...	x	x	x
102 : 	. ..x..	+ xx.xx	21	16	23	2	15	1	27	1	11	44	47	44	xx...	..xxx	x	.	x
103 : 	3 ...x.	4 .x...	22	17	24	3	16	2	28	2	12	45	48	45	..xxx	.xx.x	x	x	x
104 : 	/ .....	- xxxxx	23	18	25	4	17	3	29	3	13	46	49	46	.xxxx	x....	x	.	x
105 : 	V .xxxx	- xxxxx	24	19	26	5	18	4	30	4	14	47	50	47	xx..x	.x..x	.	x	x
106 : 	P .xx.x	A xx...	25	20	27	6	19	5	30	5	15	48	51	48	.....	x.x.x	x	x	x
107 : 	Z x...x	U xxx..	26	21	28	7	20	6	31	6	16	49	52	49	..xxx	.x.x.	.	.	x
108 : 	Z x...x	S x.x..	27	22	29	8	21	7	31	7	17	50	53	50	x.x.x	x....	x	.	x
109 : 	/ .....	S x.x..	28	23	1	9	22	8	32	8	18	51	1	51	xx.xx	.xxxx	x	x	x
110 : 	K xxxx.	T ....x	29	24	2	10	23	9	33	9	19	1	2	52	...x.	xxx.x	.	.	.
111 : 	W xx..x	E x....	30	25	3	11	1	10	33	9	19	1	2	52	x.x..	xxx.x	.	.	x
112 : 	C .xxx.	L .x..x	31	26	4	12	2	11	33	10	20	2	3	53	..x.x	...x.	x	.	x
113 : 	G .x.xx	L .x..x	32	27	5	13	3	12	34	11	21	3	4	54	x.xx.	x.x..	x	x	x
114 : 	P .xx.x	U xxx..	33	28	6	14	4	13	35	12	22	4	5	55	xx...	.x..x	.	.	x
115 : 	. ..x..	N ..xx.	34	29	7	15	5	14	35	13	23	5	6	56	.xx..	.xxx.	.	.	.
116 : 	J xx.x.	G .x.xx	35	30	8	16	6	15	35	13	23	5	6	56	xxxxx	.xxx.	x	.	.
117 : 	X x.xxx	+ xx.xx	36	31	9	17	7	16	36	13	23	5	6	56	...x.	.xxx.	x	x	x
118 : 	Z x...x	+ xx.xx	37	1	10	18	8	17	37	14	24	6	7	57	xx..x	x..xx	.	.	x
119 : 	Y x.x.x	. ..x..	38	2	11	19	9	18	37	15	25	7	8	58	xxx.x	.xx..	.	.	.
120 : 	T ....x	- xxxxx	39	3	12	20	10	19	37	15	25	7	8	58	x..x.	.xx..	.	.	.
121 : 	O ...xx	- xxxxx	40	4	13	21	11	20	37	15	25	7	8	58	x....	.xx..	x	.	x
122 : 	H ..x.x	V .xxxx	41	5	14	22	12	21	1	16	26	8	9	59	.x..x	...xx	x	x	x
123 : 	Q xxx.x	O ...xx	1	6	15	23	13	22	2	17	27	9	10	1	.x.x.	x.x..	x	.	.
124 : 	Q xxx.x	M ..xxx	2	7	16	24	14	23	3	17	27	9	10	1	.xxx.	x.x..	x	x	x
125 : 	F x.xx.	+ xx.xx	3	8	17	25	15	24	4	18	28	10	11	2	..xx.	.x.xx	.	x	x
126 : 	E x....	+ xx.xx	4	9	18	26	16	25	4	19	29	11	12	3	xxxxx	x.x..	x	x	x
127 : 	- xxxxx	Q xxx.x	5	10	19	1	17	26	5	20	30	12	13	4	xx..x	xx.xx	.	x	x
128 : 	J xx.x.	M ..xxx	6	11	20	2	18	27	5	21	31	13	14	5	x...x	.xx..	x	x	x
129 : 	F x.xx.	+ xx.xx	7	12	21	3	19	28	6	22	32	14	15	6	x.xx.	xx.xx	x	.	x
130 : 	. ..x..	+ xx.xx	8	13	22	4	20	29	7	23	33	15	16	7	..xxx	xx...	.	x	x
131 : 	R .x.x.	. ..x..	9	14	23	5	21	30	7	24	34	16	17	8	.x..x	..xxx	x	x	x
132 : 	R .x.x.	- xxxxx	10	15	24	6	22	31	8	25	35	17	18	9	..x.x	x....	x	.	.
133 : 	T ....x	- xxxxx	11	16	25	7	23	32	9	25	35	17	18	9	.xxx.	x....	.	x	x
134 : 	H ..x.x	F x.xx.	12	17	26	8	1	33	9	26	36	18	19	10	x....	...xx	.	x	x
135 : 	U xxx..	E x....	13	18	27	9	2	34	9	27	37	19	20	11	xx.xx	x.xxx	.	x	x
136 : 	W xx..x	B x..xx	14	19	28	10	3	35	9	28	38	20	21	12	.xxx.	..x..	x	x	x
137 : 	. ..x..	R .x.x.	15	20	29	11	4	36	10	29	39	21	22	13	..x..	.x.x.	x	.	.
138 : 	F x.xx.	U xxx..	16	21	1	12	5	37	11	29	39	21	22	13	.....	.x.x.	.	x	x
139 : 	M ..xxx	A xx...	17	22	2	13	6	38	11	30	40	22	23	14	...xx	xxx..	.	x	x
140 : 	V .xxxx	R .x.x.	18	23	3	14	7	39	11	31	41	23	24	15	xxx..	xx..x	.	x	x
141 : 	J xx.x.	+ xx.xx	19	24	4	15	8	40	11	32	42	24	25	16	..x.x	..x..	.	x	x
142 : 	Q xxx.x	+ xx.xx	20	25	5	16	9	41	11	33	43	25	26	17	x.xxx	x...x	x	x	x
143 : 	4 .x...	. ..x..	21	26	6	17	10	42	12	34	44	26	27	18	x..x.	xxxx.	x	.	x
144 : 	P .xx.x	- xxxxx	22	27	7	18	11	43	13	35	45	27	28	19	..x..	x.xx.	x	x	x
145 : 	- xxxxx	- xxxxx	23	28	8	19	12	44	14	36	46	28	29	20	.xx.x	.xx.x	x	.	x
146 : 	. ..x..	B x..xx	24	29	9	20	13	45	15	37	47	29	30	21	xx.x.	.xx.x	.	.	.
147 : 	L .x..x	I .xx..	25	30	10	21	14	46	15	37	47	29	30	21	.x...	.xx.x	x	.	.
148 : 	Q xxx.x	S x.x..	26	31	11	22	15	47	16	37	47	29	30	21	..x..	.xx.x	x	x	x
149 : 	B x..xx	+ xx.xx	27	1	12	23	16	48	17	38	1	30	31	22	xx.xx	x..xx	.	.	x
150 : 	D x..x.	+ xx.xx	28	2	13	24	17	49	17	39	2	31	32	23	xx.xx	x..x.	.	.	.
151 : 	Y x.x.x	. ..x..	29	3	14	25	18	50	17	39	2	31	32	23	...xx	x..x.	x	.	.
152 : 	Q xxx.x	Q xxx.x	30	4	15	26	19	51	18	39	2	31	32	23	x..x.	x..x.	x	x	x
153 : 	A xx...	I .xx..	31	5	16	1	20	52	19	40	3	32	33	24	.xx.x	xx..x	.	.	x
154 : 	+ xx.xx	M ..xxx	32	6	17	2	21	53	19	41	4	33	34	25	xxx.x	....x	.	.	.
155 : 	H ..x.x	+ xx.xx	33	7	18	3	22	54	19	41	4	33	34	25	xxxxx	....x	.	.	.
156 : 	A xx...	+ xx.xx	34	8	19	4	23	55	19	41	4	33	34	25	...x.	....x	x	.	.
157 : 	Q xxx.x	. ..x..	35	9	20	5	1	56	20	41	4	33	34	25	xx...	....x	x	x	x
158 : 	Q xxx.x	- xxxxx	36	10	21	6	2	57	21	42	5	34	35	26	.xx.x	.xxxx	.	x	x
159 : 	N ..xx.	- xxxxx	37	11	22	7	3	58	21	43	6	35	36	27	x.xx.	.xxxx	.	x	x
160 : 	B x..xx	M ..xxx	38	12	23	8	4	59	21	1	7	36	37	28	x....	..x..	.	x	x
161 : 	H ..x.x	A xx...	39	13	24	9	5	60	21	2	8	37	38	29	x.xx.	.x.xx	.	x	x
162 : 	/ .....	I .xx..	40	14	25	10	6	61	21	3	9	38	39	30	xxxxx	x..xx	x	x	x
163 : 	Z x...x	+ xx.xx	41	15	26	11	7	1	22	4	10	39	40	31	.....	.x.x.	x	x	x
164 : 	H ..x.x	+ xx.xx	1	16	27	12	8	2	23	5	11	40	41	32	.x..x	x.xxx	x	.	x
165 : 	P .xx.x	. ..x..	2	17	28	13	9	3	24	6	12	41	42	33	..xxx	.xxx.	x	x	x
166 : 	T ....x	W xx..x	3	18	29	14	10	4	25	7	13	42	43	34	.xx..	x.x..	.	.	x
167 : 	- xxxxx	P .xx.x	4	19	1	15	11	5	25	8	14	43	44	35	xx...	.x.x.	x	.	.
168 : 	S x.x..	P .xx.x	5	20	2	16	12	6	26	8	14	43	44	35	x..xx	.x.x.	.	x	x
169 : 	C .xxx.	I .xx..	6	21	3	17	13	7	26	9	15	44	45	36	x.xx.	x.x..	x	x	x
170 : 	3 ...x.	+ xx.xx	7	22	4	18	14	8	27	10	16	45	46	37	x.x..	.xx.x	x	.	x
171 : 	H ..x.x	+ xx.xx	8	23	5	19	15	9	28	11	17	46	47	38	.xx..	x..x.	.	x	x
172 : 	L .x..x	3 ...x.	9	24	6	20	16	10	28	12	18	47	48	39	...xx	.x...	.	x	x
173 : 	D x..x.	+ xx.xx	10	25	7	21	17	11	28	13	19	48	49	40	..x.x	.xx..	x	x	x
174 : 	V .xxxx	+ xx.xx	11	26	8	22	18	12	29	14	20	49	50	41	..x.x	x...x	x	.	x
175 : 	J xx.x.	4 .x...	12	27	9	23	19	13	30	15	21	50	51	42	x..x.	.....	.	x	x
176 : 	R .x.x.	- xxxxx	13	28	10	24	20	14	30	16	22	51	52	43	xx.xx	.xxx.	.	x	x
177 : 	P .xx.x	- xxxxx	14	29	11	25	21	15	30	17	23	1	53	44	.xxxx	xxx.x	x	x	x
178 : 	X x.xxx	- xxxxx	15	30	12	26	22	16	31	18	24	2	1	45	.x.xx	...xx	x	.	.
179 : 	U xxx..	- xxxxx	16	31	13	1	23	17	32	18	24	2	1	45	.....	...xx	.	x	x
180 : 	/ .....	S x.x..	17	1	14	2	1	18	32	19	25	3	2	46	.x...	xxx..	.	x	x
181 : 	. ..x..	I .xx..	18	2	15	3	2	19	32	20	26	4	3	47	xx.xx	x..xx	.	x	x
182 : 	B x..xx	E x....	19	3	16	4	3	20	32	21	27	5	4	48	..xx.	..x.x	x	x	x
183 : 	X x.xxx	+ xx.xx	20	4	17	5	4	21	33	22	28	6	5	49	x.x..	xx...	x	.	x
184 : 	Z x...x	+ xx.xx	21	5	18	6	5	22	34	23	29	7	6	50	xxx..	x.xx.	x	x	x
185 : 	. ..x..	. ..x..	22	6	19	7	6	23	35	24	30	8	7	51	.x.xx	.x.xx	x	.	.
186 : 	U xxx..	- xxxxx	23	7	20	8	7	24	36	24	30	8	7	51	.x...	.x.xx	.	x	x
187 : 	Y x.x.x	- xxxxx	24	8	21	9	8	25	36	25	31	9	8	52	x.xxx	xxx.x	x	x	x
188 : 	L .x..x	I .xx..	25	9	22	10	9	26	37	26	32	10	9	53	.xxxx	.x.x.	.	.	x
189 : 	/ .....	S x.x..	26	10	23	11	10	27	37	27	33	11	10	54	.x...	xxx..	x	.	.
190 : 	L .x..x	T ....x	27	11	24	12	11	28	1	27	33	11	10	54	x.x..	xxx..	x	x	x
191 : 	V .xxxx	+ xx.xx	28	12	25	13	12	29	2	28	34	12	11	55	x.xxx	...xx	.	.	x
192 : 	- xxxxx	+ xx.xx	29	13	26	14	13	30	2	29	35	13	12	56	.....	..x..	x	.	x
193 : 	V .xxxx	. ..x..	30	14	27	15	14	31	3	30	36	14	13	57	xx...	x..xx	x	x	x
194 : 	L .x..x	- xxxxx	31	15	28	16	15	32	4	31	37	15	14	58	..xx.	x....	.	x	x
195 : 	M ..xxx	- xxxxx	32	16	29	17	16	33	4	32	38	16	15	59	xxxxx	..xxx	.	x	x
196 : 	- xxxxx	F x.xx.	33	17	1	18	17	34	4	33	39	17	16	1	x...x	xx...	.	x	x
197 : 	R .x.x.	A xx...	34	18	2	19	18	35	4	34	40	18	17	2	.x..x	xx.xx	x	x	x
198 : 	F x.xx.	S x.x..	35	19	3	20	19	36	5	35	41	19	18	3	xxxx.	xxx..	x	x	x
199 : 	B x..xx	Z x...x	36	20	4	21	20	37	6	36	42	20	19	4	..x.x	..xxx	.	.	.
200 : 	K xxxx.	I .xx..	37	21	5	22	21	38	6	36	42	20	19	4	x.x.x	..xxx	.	.	x
201 : 	X x.xxx	N ..xx.	38	22	6	23	22	39	6	37	43	21	20	5	x..xx	...x.	.	.	x
202 : 	V .xxxx	I .xx..	39	23	7	24	23	40	6	38	44	22	21	6	xxxx.	xxx.x	.	.	x
203 : 	S x.x..	E x....	40	24	8	25	1	41	6	39	45	23	22	7	x.xx.	x..x.	x	.	.
204 : 	+ xx.xx	R .x.x.	41	25	9	26	2	42	7	39	45	23	22	7	...xx	x..x.	x	x	x
205 : 	P .xx.x	E x....	1	26	10	1	3	43	8	40	46	24	23	8	.....	xxx.x	x	.	x
206 : 	R .x.x.	N ..xx.	2	27	11	2	4	44	9	41	47	25	24	9	..x..	.x...	x	x	x
207 : 	Q xxx.x	D x..x.	3	28	12	3	5	45	10	42	1	26	25	10	.x.x.	..x.x	.	.	x
208 : 	H ..x.x	+ xx.xx	4	29	13	4	6	46	10	43	2	27	26	11	xx.xx	..x.x	x	.	.
209 : 	N ..xx.	+ xx.xx	5	30	14	5	7	47	11	43	2	27	26	11	xx...	..x.x	x	x	x
210 : 	+ xx.xx	. ..x..	6	31	15	6	8	48	12	1	3	28	27	12	x...x	.xxx.	.	.	.
211 : 	C .xxx.	- xxxxx	7	1	16	7	9	49	12	1	3	28	27	12	xxxxx	.xxx.	.	.	x
212 : 	Y x.x.x	- xxxxx	8	2	17	8	10	50	12	2	4	29	28	13	.xx..	..xx.	x	.	.
213 : 	U xxx..	U xxx..	9	3	18	9	11	51	13	2	4	29	28	13	..xx.	..xx.	x	x	x
214 : 	Q xxx.x	N ..xx.	10	4	19	10	12	52	14	3	5	30	29	14	...xx	xx...	.	.	x
215 : 	B x..xx	D x..x.	11	5	20	11	13	53	14	4	6	31	30	15	.x...	.x..x	.	.	x
216 : 	Y x.x.x	+ xx.xx	12	6	21	12	14	54	14	5	7	32	31	16	xxx..	x..x.	.	.	.
217 : 	X x.xxx	+ xx.xx	13	7	22	13	15	55	14	5	7	32	31	16	xxxx.	x..x.	x	.	.
218 : 	X x.xxx	. ..x..	14	8	23	14	16	56	15	5	7	32	31	16	....x	x..x.	x	.	.
219 : 	/ .....	- xxxxx	15	9	24	15	17	57	16	5	7	32	31	16	.xx.x	x..x.	.	x	x
220 : 	+ xx.xx	- xxxxx	16	10	25	16	18	58	16	6	8	33	32	17	.xxxx	.x.xx	.	x	x
221 : 	3 ...x.	S x.x..	17	11	26	17	19	59	16	7	9	34	33	18	...x.	x.x..	.	x	x
222 : 	E x....	P .xx.x	18	12	27	18	20	60	16	8	10	35	34	19	x...x	.xx..	.	x	x
223 : 	R .x.x.	A xx...	19	13	28	19	21	61	16	9	11	36	35	20	..x.x	x.xxx	x	x	x
224 : 	D x..x.	N ..xx.	20	14	29	20	22	1	17	10	12	37	36	21	xxxxx	.x.xx	x	.	x
225 : 	M ..xxx	N ..xx.	21	15	1	21	23	2	18	11	13	38	37	22	x....	x...x	x	x	x
226 : 	D x..x.	E x....	22	16	2	22	1	3	19	12	14	39	38	23	.x...	.x.x.	x	.	x
227 : 	N ..xx.	N ..xx.	23	17	3	23	2	4	20	13	15	40	39	24	..xxx	..xxx	.	x	x
228 : 	B x..xx	D x..x.	24	18	4	24	3	5	20	14	16	41	40	25	xxxx.	xxxxx	x	x	x
229 : 	D x..x.	+ xx.xx	25	19	5	25	4	6	21	15	17	42	41	26	.xxx.	..xxx	.	x	x
230 : 	D x..x.	+ xx.xx	26	20	6	26	5	7	21	16	18	43	42	27	...x.	.x.xx	x	x	x
231 : 	M ..xxx	C .xxx.	27	21	7	1	6	8	22	17	19	44	43	28	x.x.x	xxx..	x	x	x
232 : 	X x.xxx	. ..x..	28	22	8	2	7	9	23	18	20	45	44	29	x.x..	..xxx	.	.	x
233 : 	H ..x.x	- xxxxx	29	23	9	3	8	10	23	19	21	46	45	30	.x.xx	x...x	.	.	x
234 : 	S x.x..	- xxxxx	30	24	10	4	9	11	23	20	22	47	46	31	x..xx	xx...	x	.	.
235 : 	C .xxx.	D x..x.	31	25	11	5	10	12	24	20	22	47	46	31	..x..	xx...	x	x	x
236 : 	B x..xx	I .xx..	32	26	12	6	11	13	25	21	23	48	47	32	x....	.xxxx	.	.	x
237 : 	B x..xx	E x....	33	27	13	7	12	14	25	22	24	49	48	33	x..xx	x....	.	.	x
