Step 	Input 	Output 	K1 	K2 	K3 	K4 	K5 	M1 	M2 	S1 	S2 	S3 	S4 	S5 	Chi 	Psi 	M1 	M2 	TM 
1491 : 	E x....	C .xxx.	16	10	20	13	1	48	18	40	1	44	5	53	.x.x.	x.x..	.	x	x
1492 : 	N ..xx.	H ..x.x	17	11	21	14	2	49	18	41	2	45	6	54	..x.x	..xx.	.	x	x
1493 : 	W xx..x	N ..xx.	18	12	22	15	3	50	18	42	3	46	7	55	x.x..	.x.xx	x	x	x
1494 : 	D x..x.	E x....	19	13	23	16	4	51	19	43	4	47	8	56	...x.	.....	x	.	x
1495 : 	E x....	T ....x	20	14	24	17	5	52	20	1	5	48	9	57	xxxx.	.xxxx	.	x	x
1496 : 	N ..xx.	+ xx.xx	21	15	25	18	6	53	20	2	6	49	10	58	x.x.x	.x...	.	x	x
1497 : 	/ .....	+ xx.xx	22	16	26	19	7	54	20	3	7	50	11	59	.x...	x..xx	.	x	x
1498 : 	G .x.xx	. ..x..	23	17	27	20	8	55	20	4	8	51	12	1	...xx	.xx..	x	x	x
1499 : 	Y x.x.x	- xxxxx	24	18	28	21	9	56	21	5	9	1	13	2	xxx.x	x.xxx	x	x	x
1500 : 	+ xx.xx	- xxxxx	25	19	29	22	10	57	22	6	10	2	14	3	.xx..	.x...	.	x	x
1501 : 	I .xx..	W xx..x	26	20	1	23	11	58	22	7	11	3	15	4	...x.	x.xxx	.	x	x
1502 : 	X x.xxx	I .xx..	27	21	2	24	12	59	22	8	12	4	16	5	x..xx	.x...	.	x	x
1503 : 	G .x.xx	R .x.x.	28	22	3	25	13	60	22	9	13	5	17	6	x.xx.	x.xxx	.	x	x
1504 : 	S x.x..	D x..x.	29	23	4	26	14	61	22	10	14	6	18	7	.xxx.	.x...	x	x	x
1505 : 	M ..xxx	. ..x..	30	24	5	1	15	1	23	11	15	7	19	8	x.x..	x.xxx	x	.	.
1506 : 	P .xx.x	+ xx.xx	31	25	6	2	16	2	24	11	15	7	19	8	....x	x.xxx	x	x	x
1507 : 	N ..xx.	+ xx.xx	32	26	7	3	17	3	25	12	16	8	20	9	x.xxx	.x.x.	x	.	x
1508 : 	E x....	3 ...x.	33	27	8	4	18	4	26	13	17	9	21	10	x.xxx	..x.x	.	x	x
1509 : 	4 .x...	+ xx.xx	34	28	9	5	19	5	26	14	18	10	22	11	.x...	xx.xx	x	x	x
1510 : 	C .xxx.	+ xx.xx	35	29	10	6	20	6	27	15	19	11	23	12	xx..x	.xx..	.	.	.
1511 : 	G .x.xx	4 .x...	36	30	11	7	21	7	27	15	19	11	23	12	.xxxx	.xx..	x	.	.
1512 : 	W xx..x	. ..x..	37	31	12	8	22	8	28	15	19	11	23	12	x...x	.xx..	x	x	x
1513 : 	T ....x	+ xx.xx	38	1	13	9	23	9	29	16	20	12	24	13	xx.x.	.....	.	.	x
1514 : 	Y x.x.x	+ xx.xx	39	2	14	10	1	10	29	17	21	13	25	14	xx.x.	x.x..	.	.	.
1515 : 	Z x...x	S x.x..	40	3	15	11	2	11	29	17	21	13	25	14	x...x	x.x..	x	.	.
1516 : 	V .xxxx	- xxxxx	41	4	16	12	3	12	30	17	21	13	25	14	..x..	x.x..	x	x	x
1517 : 	A xx...	- xxxxx	1	5	17	13	4	13	31	18	22	14	26	15	.xxx.	.x..x	.	.	x
1518 : 	R .x.x.	U xxx..	2	6	18	14	5	14	31	19	23	15	27	16	.xx..	xx.x.	.	.	.
1519 : 	Y x.x.x	N ..xx.	3	7	19	15	6	15	31	19	23	15	27	16	.x..x	xx.x.	x	.	.
1520 : 	U xxx..	S x.x..	4	8	20	16	7	16	32	19	23	15	27	16	x..x.	xx.x.	x	x	x
1521 : 	A xx...	E x....	5	9	21	17	8	17	33	20	24	16	28	17	xxxxx	x.xxx	.	.	x
1522 : 	- xxxxx	R .x.x.	6	10	22	18	9	18	33	21	25	17	29	18	xxx.x	.x...	.	.	.
1523 : 	4 .x...	E x....	7	11	23	19	10	19	33	21	25	17	29	18	x....	.x...	.	.	.
1524 : 	Y x.x.x	+ xx.xx	8	12	24	20	11	20	33	21	25	17	29	18	..xx.	.x...	x	.	x
1525 : 	C .xxx.	+ xx.xx	9	13	25	21	12	21	34	22	26	18	30	19	..x.x	x....	x	x	x
1526 : 	+ xx.xx	. ..x..	10	14	26	22	13	22	35	23	27	19	31	20	.x...	x.xxx	x	.	x
1527 : 	D x..x.	- xxxxx	11	15	27	23	14	23	36	24	28	20	32	21	...x.	.xxxx	x	x	x
1528 : 	E x....	- xxxxx	12	16	28	24	15	24	37	25	29	21	33	22	xxxx.	x...x	.	.	x
1529 : 	O ...xx	A xx...	13	17	29	25	16	25	37	26	30	22	34	23	x.xxx	.xx..	x	.	.
1530 : 	+ xx.xx	U xxx..	14	18	1	26	17	26	1	26	30	22	34	23	.x.xx	.xx..	.	x	x
1531 : 	N ..xx.	S x.x..	15	19	2	1	18	27	1	27	31	23	35	24	.x..x	xx.xx	x	x	x
1532 : 	- xxxxx	S x.x..	16	20	3	2	19	28	2	28	32	24	36	25	..x..	.xxxx	x	.	.
1533 : 	L .x..x	T ....x	17	21	4	3	20	29	3	28	32	24	36	25	..xxx	.xxxx	.	x	x
1534 : 	C .xxx.	E x....	18	22	5	4	21	30	3	29	33	25	37	26	x.xxx	.x..x	x	x	x
1535 : 	X x.xxx	L .x..x	19	23	6	5	22	31	4	30	34	26	38	27	.x..x	x.xxx	x	x	x
1536 : 	G .x.xx	L .x..x	20	24	7	6	23	32	5	31	35	27	39	28	x.x..	x.xx.	.	x	x
1537 : 	P .xx.x	U xxx..	21	25	8	7	1	33	5	32	36	28	40	29	x.xx.	..xxx	.	x	x
1538 : 	E x....	N ..xx.	22	26	9	8	2	34	5	33	37	29	41	30	....x	x.xxx	.	x	x
1539 : 	+ xx.xx	G .x.xx	23	27	10	9	3	35	5	34	38	30	42	31	...x.	x..x.	x	x	x
1540 : 	U xxx..	+ xx.xx	24	28	11	10	4	36	6	35	39	31	43	32	xxxx.	xx..x	x	.	x
1541 : 	W xx..x	+ xx.xx	25	29	12	11	5	37	7	36	40	32	44	33	.x...	.x.x.	.	x	x
1542 : 	H ..x.x	. ..x..	26	30	13	12	6	38	7	37	41	33	45	34	.x..x	.x...	.	x	x
1543 : 	W xx..x	- xxxxx	27	31	14	13	7	39	7	38	42	34	46	35	x..x.	x.x..	.	x	x
1544 : 	E x....	- xxxxx	28	1	15	14	8	40	7	39	43	35	47	36	xx..x	x.xx.	.	x	x
1545 : 	U xxx..	I .xx..	29	2	16	15	9	41	7	40	44	36	48	37	.xx.x	xxx.x	x	x	x
1546 : 	3 ...x.	S x.x..	30	3	17	16	10	42	8	41	45	37	49	38	x.xx.	.....	x	.	.
1547 : 	M ..xxx	T ....x	31	4	18	17	11	43	9	41	45	37	49	38	..xx.	.....	x	x	x
1548 : 	R .x.x.	+ xx.xx	32	5	19	18	12	44	10	42	46	38	50	39	xx..x	.x...	x	.	x
1549 : 	G .x.xx	+ xx.xx	33	6	20	19	13	45	11	43	47	39	51	40	xx...	.x...	.	x	x
1550 : 	P .xx.x	. ..x..	34	7	21	20	14	46	11	1	1	40	52	41	.xxx.	..xxx	x	x	x
1551 : 	V .xxxx	- xxxxx	35	8	22	21	15	47	12	2	2	41	53	42	x.x..	..x..	x	.	.
1552 : 	D x..x.	- xxxxx	36	9	23	22	16	48	13	2	2	41	53	42	.x..x	..x..	.	x	x
1553 : 	Z x...x	E x....	37	10	24	23	17	49	13	3	3	42	1	43	xxxxx	xxxx.	.	x	x
1554 : 	J xx.x.	I .xx..	38	11	25	24	18	50	13	4	4	43	2	44	x.xxx	....x	x	x	x
1555 : 	G .x.xx	N ..xx.	39	12	26	25	19	51	14	5	5	44	3	45	x..x.	xxxxx	x	.	x
1556 : 	. ..x..	+ xx.xx	40	13	27	26	20	52	15	6	6	45	4	46	x..xx	.xx..	.	.	x
1557 : 	M ..xxx	+ xx.xx	41	14	28	1	21	53	15	7	7	46	5	47	.xx.x	x...x	.	.	x
1558 : 	R .x.x.	. ..x..	1	15	29	2	22	54	15	8	8	47	6	48	..x.x	.x.xx	.	.	.
1559 : 	K xxxx.	- xxxxx	2	16	1	3	23	55	15	8	8	47	6	48	.x.x.	.x.xx	x	.	x
1560 : 	G .x.xx	- xxxxx	3	17	2	4	1	56	16	9	9	48	7	49	...x.	x.xx.	x	x	x
1561 : 	I .xx..	W xx..x	4	18	3	5	2	57	17	10	10	49	8	50	xxx.x	.x...	.	.	x
1562 : 	- xxxxx	E x....	5	19	4	6	3	58	17	11	11	50	9	51	xxx..	x..xx	.	.	.
1563 : 	Z x...x	S x.x..	6	20	5	7	4	59	17	11	11	50	9	51	x.xx.	x..xx	.	.	.
1564 : 	B x..xx	E x....	7	21	6	8	5	60	17	11	11	50	9	51	x....	x..xx	.	.	x
1565 : 	I .xx..	N ..xx.	8	22	7	9	6	61	17	12	12	51	10	52	..xxx	.xx.x	x	.	x
1566 : 	L .x..x	T ....x	9	23	8	10	7	1	18	13	13	1	11	53	.xxx.	..xx.	x	x	x
1567 : 	E x....	L .x..x	10	24	9	11	8	2	19	14	14	2	12	54	....x	xx...	x	.	.
1568 : 	Y x.x.x	I .xx..	11	25	10	12	9	3	20	14	14	2	12	54	....x	xx...	x	x	x
1569 : 	- xxxxx	C .xxx.	12	26	11	13	10	4	21	15	15	3	13	55	x.xx.	..xxx	.	x	x
1570 : 	Q xxx.x	H ..x.x	13	27	12	14	11	5	21	16	16	4	14	56	x....	.x...	x	x	x
1571 : 	C .xxx.	E x....	14	28	13	15	12	6	22	17	17	5	15	57	.x..x	x.xxx	.	x	x
1572 : 	4 .x...	R .x.x.	15	29	14	16	13	7	22	18	18	6	16	58	.x.x.	.x...	x	x	x
1573 : 	C .xxx.	+ xx.xx	16	30	15	17	14	8	23	19	19	7	17	59	.x.x.	xxxxx	x	.	.
1574 : 	/ .....	+ xx.xx	17	31	16	18	15	9	24	19	19	7	17	59	..x..	xxxxx	.	x	x
1575 : 	L .x..x	. ..x..	18	1	17	19	16	10	24	20	20	8	18	1	xxx.x	x....	.	x	x
1576 : 	X x.xxx	- xxxxx	19	2	18	20	17	11	24	21	21	9	19	2	.xxxx	..xxx	x	x	x
1577 : 	S x.x..	- xxxxx	20	3	19	21	18	12	25	22	22	10	20	3	x...x	xx.x.	x	.	.
1578 : 	W xx..x	B x..xx	21	4	20	22	19	13	26	22	22	10	20	3	x....	xx.x.	.	x	x
1579 : 	3 ...x.	E x....	22	5	21	23	20	14	26	23	23	11	21	4	.xxxx	xxx.x	.	x	x
1580 : 	T ....x	I .xx..	23	6	22	24	21	15	26	24	24	12	22	5	.xxxx	...x.	x	x	x
1581 : 	M ..xxx	T ....x	24	7	23	25	22	16	27	25	25	13	23	6	xx.xx	xxx.x	x	.	.
1582 : 	Z x...x	R .x.x.	25	8	24	26	23	17	28	25	25	13	23	6	..xx.	xxx.x	.	x	x
1583 : 	S x.x..	A xx...	26	9	25	1	1	18	28	26	26	14	24	7	.xx..	.....	.	x	x
1584 : 	O ...xx	G .x.xx	27	10	26	2	2	19	28	27	27	15	25	8	xx..x	x...x	.	x	x
1585 : 	H ..x.x	+ xx.xx	28	11	27	3	3	20	28	28	28	16	26	9	x..x.	.xx..	x	x	x
1586 : 	K xxxx.	+ xx.xx	29	12	28	4	4	21	29	29	29	17	27	10	..xx.	...xx	x	.	x
1587 : 	G .x.xx	. ..x..	30	13	29	5	5	22	30	30	30	18	28	11	x.x..	xx.xx	x	x	x
1588 : 	R .x.x.	- xxxxx	31	14	1	6	6	23	31	31	31	19	29	12	.x..x	xxx..	x	.	x
1589 : 	T ....x	- xxxxx	32	15	2	7	7	24	32	32	32	20	30	13	x..x.	.xx..	.	x	x
1590 : 	F x.xx.	Z x...x	33	16	3	8	8	25	32	33	33	21	31	14	xxx.x	xx.x.	x	x	x
1591 : 	I .xx..	U xxx..	34	17	4	9	9	26	33	34	34	22	32	15	..xxx	x.xxx	.	.	.
1592 : 	C .xxx.	M ..xxx	35	18	5	10	10	27	33	34	34	22	32	15	xxxx.	x.xxx	x	.	x
1593 : 	O ...xx	+ xx.xx	36	19	6	11	11	28	34	35	35	23	33	16	.x...	x....	x	x	x
1594 : 	G .x.xx	+ xx.xx	37	20	7	12	12	29	35	36	36	24	34	17	x.x.x	..x.x	.	.	.
1595 : 	X x.xxx	. ..x..	38	21	8	13	13	30	35	36	36	24	34	17	x.xx.	..x.x	x	.	x
1596 : 	P .xx.x	- xxxxx	39	22	9	14	14	31	36	37	37	25	35	18	x....	...x.	x	x	x
1597 : 	Z x...x	- xxxxx	40	23	10	15	15	32	37	38	38	26	36	19	xx...	x.xx.	.	.	x
1598 : 	/ .....	J xx.x.	41	24	11	16	16	33	37	39	39	27	37	20	..xxx	xxx.x	.	.	.
1599 : 	N ..xx.	A xx...	1	25	12	17	17	34	37	39	39	27	37	20	...xx	xxx.x	.	.	x
1600 : 	+ xx.xx	H ..x.x	2	26	13	18	18	35	37	40	40	28	38	21	....x	xxxxx	x	.	x
1601 : 	H ..x.x	R .x.x.	3	27	14	19	19	36	1	41	41	29	39	22	.....	.xxxx	x	x	x
1602 : 	3 ...x.	+ xx.xx	4	28	15	20	20	37	2	42	42	30	40	23	xx.xx	...x.	.	.	x
1603 : 	H ..x.x	+ xx.xx	5	29	16	21	21	38	2	43	43	31	41	24	xxx.x	...xx	.	.	.
1604 : 	J xx.x.	. ..x..	6	30	17	22	22	39	2	43	43	31	41	24	xxx.x	...xx	.	.	.
1605 : 	R .x.x.	- xxxxx	7	31	18	23	23	40	2	43	43	31	41	24	x.xx.	...xx	.	.	.
1606 : 	F x.xx.	- xxxxx	8	1	19	24	1	41	2	43	43	31	41	24	.x.x.	...xx	x	.	x
1607 : 	D x..x.	D x..x.	9	2	20	25	2	42	3	1	44	32	42	25	.x.xx	.x.xx	x	x	x
1608 : 	X x.xxx	E x....	10	3	21	26	3	43	4	2	45	33	43	26	..xx.	....x	x	x	x
1609 : 	Z x...x	R .x.x.	11	4	22	1	4	44	5	3	46	34	44	27	..x..	xxxxx	x	x	x
1610 : 	V .xxxx	+ xx.xx	12	5	23	2	5	45	6	4	47	35	45	28	xx...	.xx..	.	.	x
1611 : 	Z x...x	+ xx.xx	13	6	24	3	6	46	6	5	1	36	46	29	xxxxx	x.x.x	x	.	.
1612 : 	- xxxxx	. ..x..	14	7	25	4	7	47	7	5	1	36	46	29	.xxx.	x.x.x	x	x	x
1613 : 	Q xxx.x	- xxxxx	15	8	26	5	8	48	8	6	2	37	47	30	....x	...xx	.	.	.
1614 : 	Y x.x.x	- xxxxx	16	9	27	6	9	49	8	6	2	37	47	30	.x..x	...xx	.	.	x
1615 : 	Z x...x	M ..xxx	17	10	28	7	10	50	8	7	3	38	48	31	.xxx.	xx...	x	.	.
1616 : 	S x.x..	A xx...	18	11	29	8	11	51	9	7	3	38	48	31	x.x..	xx...	x	x	x
1617 : 	O ...xx	T ....x	19	12	1	9	12	52	10	8	4	39	49	32	...xx	....x	.	.	x
1618 : 	G .x.xx	H ..x.x	20	13	2	10	13	53	10	9	5	40	50	33	x..x.	xxx..	.	.	x
1619 : 	/ .....	E x....	21	14	3	11	14	54	10	10	6	41	51	34	xxx..	.xx..	.	.	x
1620 : 	Y x.x.x	M ..xxx	22	15	4	12	15	55	10	11	7	42	52	35	..x..	x.xx.	x	.	.
1621 : 	T ....x	A xx...	23	16	5	13	16	56	11	11	7	42	52	35	.xxxx	x.xx.	x	x	x
1622 : 	A xx...	T ....x	24	17	6	14	17	57	12	12	8	43	53	36	x...x	.x...	.	.	.
1623 : 	L .x..x	I .xx..	25	18	7	15	18	58	12	12	8	43	53	36	.xx.x	.x...	.	.	x
1624 : 	X x.xxx	K xxxx.	26	19	8	16	19	59	12	13	9	44	1	37	.xxx.	..xxx	.	.	.
1625 : 	E x....	. ..x..	27	20	9	17	20	60	12	13	9	44	1	37	x..xx	..xxx	.	.	.
1626 : 	P .xx.x	+ xx.xx	28	21	10	18	21	61	12	13	9	44	1	37	x...x	..xxx	x	.	x
1627 : 	3 ...x.	+ xx.xx	29	22	11	19	22	1	13	14	10	45	2	38	..x.x	xxx..	x	x	x
1628 : 	O ...xx	+ xx.xx	30	23	12	20	23	2	14	15	11	46	3	39	xx.x.	...x.	x	.	x
1629 : 	R .x.x.	3 ...x.	31	24	13	21	1	3	15	16	12	47	4	40	.....	.x...	x	.	.
1630 : 	3 ...x.	+ xx.xx	32	25	14	22	2	4	16	16	12	47	4	40	x...x	.x...	.	x	x
1631 : 	U xxx..	+ xx.xx	33	26	15	23	3	5	16	17	13	48	5	41	x..x.	x.x.x	x	x	x
1632 : 	. ..x..	4 .x...	34	27	16	24	4	6	17	18	14	49	6	42	..xx.	.x.x.	.	.	x
1633 : 	4 .x...	. ..x..	35	28	17	25	5	7	17	19	15	50	7	43	xxxx.	x..x.	x	.	x
1634 : 	P .xx.x	- xxxxx	36	29	18	26	6	8	18	20	16	51	8	44	.xxxx	xxx.x	x	x	x
1635 : 	/ .....	- xxxxx	37	30	19	1	7	9	19	21	17	1	9	45	xx...	..xxx	.	.	.
1636 : 	3 ...x.	S x.x..	38	31	20	2	8	10	19	21	17	1	9	45	x...x	..xxx	.	.	.
1637 : 	S x.x..	I .xx..	39	1	21	3	9	11	19	21	17	1	9	45	xxxxx	..xxx	x	.	x
1638 : 	F x.xx.	E x....	40	2	22	4	10	12	20	22	18	2	10	46	xxxx.	xx...	x	x	x
1639 : 	. ..x..	+ xx.xx	41	3	23	5	11	13	21	23	19	3	11	47	.....	xxxxx	.	x	x
1640 : 	- xxxxx	+ xx.xx	1	4	24	6	12	14	21	24	20	4	12	48	..x.x	....x	.	x	x
1641 : 	U xxx..	. ..x..	2	5	25	7	13	15	21	25	21	5	13	49	.xxx.	x.xx.	x	x	x
1642 : 	- xxxxx	- xxxxx	3	6	26	8	14	16	22	26	22	6	14	50	.x...	.x...	x	x	x
1643 : 	J xx.x.	- xxxxx	4	7	27	9	15	17	23	27	23	7	15	51	xx.x.	xxxxx	.	.	.
1644 : 	Z x...x	W xx..x	5	8	28	10	16	18	23	27	23	7	15	51	x.xxx	xxxxx	.	.	.
1645 : 	J xx.x.	A xx...	6	9	29	11	17	19	23	27	23	7	15	51	xxx.x	xxxxx	.	.	x
1646 : 	D x..x.	R .x.x.	7	10	1	12	18	20	23	28	24	8	16	52	xx..x	....x	x	.	.
1647 : 	A xx...	+ xx.xx	8	11	2	13	19	21	24	28	24	8	16	52	...x.	....x	x	x	x
1648 : 	E x....	+ xx.xx	9	12	3	14	20	22	25	29	25	9	17	53	..x.x	.xxx.	x	.	x
1649 : 	Z x...x	. ..x..	10	13	4	15	21	23	26	30	26	10	18	54	..x.x	x....	x	x	x
1650 : 	M ..xxx	- xxxxx	11	14	5	16	22	24	27	31	27	11	19	55	.xxxx	x.xxx	.	.	x
1651 : 	M ..xxx	- xxxxx	12	15	6	17	23	25	27	32	28	12	20	56	x..x.	.x.x.	x	.	.
1652 : 	3 ...x.	S x.x..	13	16	7	18	1	26	28	32	28	12	20	56	xxx..	.x.x.	.	x	x
1653 : 	K xxxx.	C .xxx.	14	17	8	19	2	27	28	33	29	13	21	57	..x.x	x.x.x	x	x	x
1654 : 	Y x.x.x	H ..x.x	15	18	9	20	3	28	29	34	30	14	22	58	.x.x.	xx.x.	x	.	x
1655 : 	D x..x.	O ...xx	16	19	10	21	4	29	30	35	31	15	23	59	.x...	xx..x	.	x	x
1656 : 	C .xxx.	N ..xx.	17	20	11	22	5	30	30	36	32	16	24	1	..x..	.xx..	x	x	x
1657 : 	T ....x	+ xx.xx	18	21	12	23	6	31	31	37	33	17	25	2	x..xx	.x..x	x	.	x
1658 : 	L .x..x	+ xx.xx	19	22	13	24	7	32	32	38	34	18	26	3	...x.	x....	.	x	x
1659 : 	4 .x...	. ..x..	20	23	14	25	8	33	32	39	35	19	27	4	xx.xx	x.xxx	.	x	x
1660 : 	J xx.x.	- xxxxx	21	24	15	26	9	34	32	40	36	20	28	5	x..xx	x.xx.	.	x	x
1661 : 	J xx.x.	- xxxxx	22	25	16	1	10	35	32	41	37	21	29	6	..x..	....x	x	x	x
1662 : 	L .x..x	L .x..x	23	26	17	2	11	36	33	42	38	22	30	7	..x..	..x..	x	.	x
1663 : 	. ..x..	A xx...	24	27	18	3	12	37	34	43	39	23	31	8	x.xxx	.x.xx	.	x	x
1664 : 	3 ...x.	N ..xx.	25	28	19	4	13	38	34	1	40	24	32	9	.x.x.	.xxx.	.	x	x
1665 : 	R .x.x.	G .x.xx	26	29	20	5	14	39	34	2	41	25	33	10	.x...	.x..x	.	x	x
1666 : 	W xx..x	E x....	27	30	21	6	15	40	34	3	42	26	34	11	xxx..	x.x.x	.	x	x
1667 : 	+ xx.xx	R .x.x.	28	31	22	7	16	41	34	4	43	27	35	12	x.xxx	..xx.	x	x	x
1668 : 	I .xx..	+ xx.xx	29	1	23	8	17	42	35	5	44	28	36	13	.x..x	xxxx.	x	.	x
1669 : 	/ .....	+ xx.xx	30	2	24	9	18	43	36	6	45	29	37	14	xxxxx	..x..	x	x	x
1670 : 	W xx..x	. ..x..	31	3	25	10	19	44	37	7	46	30	38	15	..xx.	xx.xx	x	.	.
1671 : 	Y x.x.x	- xxxxx	32	4	26	11	20	45	1	7	46	30	38	15	x...x	xx.xx	.	x	x
1672 : 	I .xx..	- xxxxx	33	5	27	12	21	46	1	8	47	31	39	16	xx..x	.x.x.	x	x	x
1673 : 	X x.xxx	G .x.xx	34	6	28	13	22	47	2	9	1	32	40	17	.xxxx	x..xx	x	.	.
1674 : 	- xxxxx	E x....	35	7	29	14	23	48	3	9	1	32	40	17	xxx..	x..xx	.	x	x
1675 : 	V .xxxx	P .xx.x	36	8	1	15	1	49	3	10	2	33	41	18	.....	...x.	.	x	x
1676 : 	I .xx..	L .x..x	37	9	2	16	2	50	3	11	3	34	42	19	xx.xx	xxxx.	x	x	x
1677 : 	O ...xx	A xx...	38	10	3	17	3	51	4	12	4	35	43	20	xxxx.	..x.x	x	x	x
1678 : 	Q xxx.x	N ..xx.	39	11	4	18	4	52	5	13	5	36	44	21	x.x..	.xxxx	.	x	x
1679 : 	I .xx..	T ....x	40	12	5	19	5	53	5	14	6	37	45	22	x.x..	xx..x	.	x	x
1680 : 	M ..xxx	. ..x..	41	13	6	20	6	54	5	15	7	38	46	23	...xx	.....	.	x	x
1681 : 	U xxx..	+ xx.xx	1	14	7	21	7	55	5	16	8	39	47	24	.xx..	.x.xx	x	x	x
1682 : 	G .x.xx	+ xx.xx	2	15	8	22	8	56	6	17	9	40	48	25	..x.x	x.x.x	x	.	.
1683 : 	J xx.x.	. ..x..	3	16	9	23	9	57	7	17	9	40	48	25	.x.xx	x.x.x	.	x	x
1684 : 	/ .....	- xxxxx	4	17	10	24	10	58	7	18	10	41	49	26	x..x.	.xx.x	.	x	x
1685 : 	S x.x..	- xxxxx	5	18	11	25	11	59	7	19	11	42	50	27	xxxx.	x.x.x	.	x	x
1686 : 	D x..x.	Z x...x	6	19	12	26	12	60	7	20	12	43	51	28	xx.xx	xx...	.	x	x
1687 : 	V .xxxx	A xx...	7	20	13	1	13	61	7	21	13	44	52	29	x....	..xxx	x	x	x
1688 : 	A xx...	H ..x.x	8	21	14	2	14	1	8	22	14	45	53	30	.....	xxx.x	x	.	x
1689 : 	W xx..x	L .x..x	9	22	15	3	15	2	9	23	15	46	1	31	...x.	x..x.	x	x	x
1690 : 	F x.xx.	E x....	10	23	16	4	16	3	10	24	16	47	2	32	.xxxx	.x..x	x	.	x
1691 : 	Y x.x.x	N ..xx.	11	24	17	5	17	4	11	25	17	48	3	33	..x.x	x.xx.	.	x	x
1692 : 	N ..xx.	+ xx.xx	12	25	18	6	18	5	11	26	18	49	4	34	x.x.x	.x...	x	x	x
1693 : 	Z x...x	+ xx.xx	13	26	19	7	19	6	12	27	19	50	5	35	x..x.	xx...	.	.	x
1694 : 	O ...xx	. ..x..	14	27	20	8	20	7	12	28	20	51	6	36	....x	..xx.	x	.	x
1695 : 	X x.xxx	- xxxxx	15	28	21	9	21	8	13	29	21	1	7	37	.xxxx	..xxx	x	x	x
1696 : 	4 .x...	- xxxxx	16	29	22	10	22	9	14	30	22	2	8	38	.xxxx	xx...	.	.	.
1697 : 	. ..x..	S x.x..	17	30	23	11	23	10	14	30	22	2	8	38	.x...	xx...	.	.	.
1698 : 	/ .....	I .xx..	18	31	24	12	1	11	14	30	22	2	8	38	x.x..	xx...	x	.	.
1699 : 	Z x...x	N ..xx.	19	1	25	13	2	12	15	30	22	2	8	38	.xxxx	xx...	x	.	x
1700 : 	S x.x..	D x..x.	20	2	26	14	3	13	16	31	23	3	9	39	xx...	xxxx.	.	x	x
1701 : 	G .x.xx	+ xx.xx	21	3	27	15	4	14	16	32	24	4	10	40	x....	.....	.	x	x
1702 : 	3 ...x.	+ xx.xx	22	4	28	16	5	15	16	33	25	5	11	41	..xx.	xxxxx	x	x	x
1703 : 	+ xx.xx	. ..x..	23	5	29	17	6	16	17	34	26	6	12	42	.xxxx	x....	x	.	x
1704 : 	Z x...x	- xxxxx	24	6	1	18	7	17	18	35	27	7	13	43	xx...	x.xx.	.	x	x
1705 : 	- xxxxx	- xxxxx	25	7	2	19	8	18	18	36	28	8	14	44	.x..x	.x..x	.	x	x
1706 : 	J xx.x.	J xx.x.	26	8	3	20	9	19	18	37	29	9	15	45	..xxx	..xxx	.	x	x
1707 : 	U xxx..	A xx...	27	9	4	21	10	20	18	38	30	10	16	46	xxx..	xx...	x	x	x
1708 : 	A xx...	+ xx.xx	28	10	5	22	11	21	19	39	31	11	17	47	xxx..	xxxxx	x	.	.
1709 : 	M ..xxx	+ xx.xx	29	11	6	23	12	22	20	39	31	11	17	47	...xx	xxxxx	x	x	x
1710 : 	G .x.xx	. ..x..	30	12	7	24	13	23	21	40	32	12	18	48	x.xx.	xx..x	x	x	x
1711 : 	X x.xxx	- xxxxx	31	13	8	25	14	24	22	41	33	13	19	49	..xx.	.xxx.	.	x	x
1712 : 	M ..xxx	- xxxxx	32	14	9	26	15	25	22	42	34	14	20	50	xx.x.	...x.	x	x	x
1713 : 	/ .....	E x....	33	15	10	1	16	26	23	43	35	15	21	51	x...x	....x	.	.	.
1714 : 	H ..x.x	L .x..x	34	16	11	2	17	27	23	43	35	15	21	51	.xx.x	....x	x	.	x
1715 : 	. ..x..	E x....	35	17	12	3	18	28	24	1	36	16	22	52	x..xx	..xxx	x	x	x
1716 : 	P .xx.x	M ..xxx	36	18	13	4	19	29	25	2	37	17	23	53	.x.x.	.....	.	.	x
1717 : 	W xx..x	E x....	37	19	14	5	20	30	25	3	38	18	24	54	xx..x	x....	x	.	.
1718 : 	M ..xxx	N ..xx.	38	20	15	6	21	31	26	3	38	18	24	54	x...x	x....	x	x	x
1719 : 	+ xx.xx	T ....x	39	21	16	7	22	32	27	4	39	19	25	55	x.xxx	.xx.x	.	.	x
1720 : 	E x....	A xx...	40	22	17	8	23	33	27	5	40	20	26	56	x.x..	xxx..	.	.	x
1721 : 	V .xxxx	R .x.x.	41	23	18	9	1	34	27	6	41	21	27	57	.xxx.	.x.xx	.	.	x
1722 : 	H ..x.x	E x....	1	24	19	10	2	35	27	7	42	22	28	58	...xx	x.xx.	x	.	.
1723 : 	U xxx..	R .x.x.	2	25	20	11	3	36	28	7	42	22	28	58	.....	x.xx.	x	x	x
1724 : 	K xxxx.	+ xx.xx	3	26	21	12	4	37	29	8	43	23	29	59	..x..	....x	.	.	x
1725 : 	Z x...x	+ xx.xx	4	27	22	13	5	38	29	9	44	24	30	1	x.xx.	xxx..	.	.	x
1726 : 	K xxxx.	. ..x..	5	28	23	14	6	39	29	10	45	25	31	2	xx..x	...xx	.	.	x
