Step 	Input 	Output 	K1 	K2 	K3 	K4 	K5 	M1 	M2 	S1 	S2 	S3 	S4 	S5 	Chi 	Psi 	M1 	M2 	TM 
1323 : 	Y x.x.x	+ xx.xx	12	29	25	1	17	3	36	14	9	18	41	27	xxx.x	x..xx	x	x	x
1324 : 	B x..xx	. ..x..	13	30	26	2	18	4	37	15	10	19	42	28	xx..x	.xxx.	.	.	.
1325 : 	B x..xx	- xxxxx	14	31	27	3	19	5	37	15	10	19	42	28	...x.	.xxx.	x	.	.
1326 : 	K xxxx.	- xxxxx	15	1	28	4	20	6	1	15	10	19	42	28	.xxxx	.xxx.	.	x	x
1327 : 	Z x...x	W xx..x	16	2	29	5	21	7	1	16	11	20	43	29	.xx.x	..x.x	x	x	x
1328 : 	R .x.x.	E x....	17	3	1	6	22	8	2	17	12	21	44	30	....x	xx.xx	x	.	.
1329 : 	O ...xx	R .x.x.	18	4	2	7	23	9	3	17	12	21	44	30	x..x.	xx.xx	.	x	x
1330 : 	J xx.x.	D x..x.	19	5	3	8	1	10	3	18	13	22	45	31	.xx..	..x..	.	x	x
1331 : 	F x.xx.	E x....	20	6	4	9	2	11	3	19	14	23	46	32	xxxxx	xx..x	x	x	x
1332 : 	C .xxx.	N ..xx.	21	7	5	10	3	12	4	20	15	24	47	33	xxxx.	x.xx.	x	x	x
1333 : 	B x..xx	+ xx.xx	22	8	6	11	4	13	5	21	16	25	48	34	.....	.x...	.	x	x
1334 : 	O ...xx	+ xx.xx	23	9	7	12	5	14	5	22	17	26	49	35	.xx..	x.x..	.	x	x
1335 : 	. ..x..	M ..xxx	24	10	8	13	6	15	5	23	18	27	50	36	xxxxx	xxx..	x	x	x
1336 : 	V .xxxx	3 ...x.	25	11	9	14	7	16	6	24	19	28	51	37	.....	.xx.x	x	.	.
1337 : 	X x.xxx	+ xx.xx	26	12	10	15	8	17	7	24	19	28	51	37	....x	.xx.x	.	x	x
1338 : 	J xx.x.	+ xx.xx	27	13	11	16	9	18	7	25	20	29	52	38	x.xxx	x.xx.	.	x	x
1339 : 	D x..x.	4 .x...	28	14	12	17	10	19	7	26	21	30	53	39	xx.x.	.....	.	x	x
1340 : 	K xxxx.	. ..x..	29	15	13	18	11	20	7	27	22	31	1	40	.....	xx.x.	x	x	x
1341 : 	V .xxxx	- xxxxx	30	16	14	19	12	21	8	28	23	32	2	41	xx..x	.x..x	x	.	x
1342 : 	- xxxxx	- xxxxx	31	17	15	20	13	22	9	29	24	33	3	42	...x.	...x.	x	x	x
1343 : 	C .xxx.	C .xxx.	32	18	16	21	14	23	10	30	25	34	4	43	xxx..	xxx..	x	.	x
1344 : 	R .x.x.	O ...xx	33	19	17	22	15	24	11	31	26	35	5	44	xxx..	x.x.x	.	x	x
1345 : 	M ..xxx	M ..xxx	34	20	18	23	16	25	11	32	27	36	6	45	..xxx	..xxx	x	x	x
1346 : 	. ..x..	P .xx.x	35	21	19	24	17	26	12	33	28	37	7	46	x..xx	xx.x.	.	.	x
1347 : 	C .xxx.	U xxx..	36	22	20	25	18	27	12	34	29	38	8	47	...xx	x...x	x	.	x
1348 : 	. ..x..	T ....x	37	23	21	26	19	28	13	35	30	39	9	48	xxxx.	xx.xx	x	x	x
1349 : 	L .x..x	E x....	38	24	22	1	20	29	14	36	31	40	10	49	x.x.x	.xx..	.	.	.
1350 : 	X x.xxx	R .x.x.	39	25	23	2	21	30	14	36	31	40	10	49	x...x	.xx..	x	.	x
1351 : 	3 ...x.	+ xx.xx	40	26	24	3	22	31	15	37	32	41	11	50	x.xxx	.xxx.	x	.	x
1352 : 	/ .....	+ xx.xx	41	27	25	4	23	32	16	38	33	42	12	51	..xx.	xxx.x	.	x	x
1353 : 	U xxx..	M ..xxx	1	28	26	5	1	33	16	39	34	43	13	52	.x...	x..xx	.	x	x
1354 : 	3 ...x.	- xxxxx	2	29	27	6	2	34	16	40	35	44	14	53	.x..x	x.x..	.	x	x
1355 : 	X x.xxx	- xxxxx	3	30	28	7	3	35	16	41	36	45	15	54	.xxx.	..xx.	x	x	x
1356 : 	K xxxx.	G .x.xx	4	31	29	8	4	36	17	42	37	46	16	55	x.x..	....x	x	.	.
1357 : 	G .x.xx	E x....	5	1	1	9	5	37	18	42	37	46	16	55	xx.x.	....x	.	x	x
1358 : 	U xxx..	H ..x.x	6	2	2	10	6	38	18	43	38	47	17	56	xx.xx	...x.	.	x	x
1359 : 	Y x.x.x	I .xx..	7	3	3	11	7	39	18	1	39	48	18	57	x.x..	.xx.x	.	x	x
1360 : 	H ..x.x	R .x.x.	8	4	4	12	8	40	18	2	40	49	19	58	..x.x	.x.x.	.	x	x
1361 : 	D x..x.	N ..xx.	9	5	5	13	9	41	18	3	41	50	20	59	.xxxx	xx.xx	x	x	x
1362 : 	X x.xxx	+ xx.xx	10	6	6	14	10	42	19	4	42	51	21	1	.x...	..x..	x	.	.
1363 : 	B x..xx	+ xx.xx	11	7	7	15	11	43	20	4	42	51	21	1	.xx..	..x..	x	x	x
1364 : 	. ..x..	. ..x..	12	8	8	16	12	44	21	5	43	1	22	2	x.xxx	x.xxx	x	x	x
1365 : 	P .xx.x	- xxxxx	13	9	9	17	13	45	22	6	44	2	23	3	xx.x.	.x...	.	x	x
1366 : 	3 ...x.	- xxxxx	14	10	10	18	14	46	22	7	45	3	24	4	.x...	x.x.x	x	x	x
1367 : 	- xxxxx	B x..xx	15	11	11	19	15	47	23	8	46	4	25	5	..x..	.x...	x	.	.
1368 : 	M ..xxx	I .xx..	16	12	12	20	16	48	24	8	46	4	25	5	...xx	.x...	.	x	x
1369 : 	Y x.x.x	L .x..x	17	13	13	21	17	49	24	9	47	5	26	6	....x	xxx.x	.	x	x
1370 : 	L .x..x	D x..x.	18	14	14	22	18	50	24	10	1	6	27	7	xx..x	...x.	x	x	x
1371 : 	H ..x.x	E x....	19	15	15	23	19	51	25	11	2	7	28	8	...x.	x.xxx	x	.	.
1372 : 	L .x..x	T ....x	20	16	16	24	20	52	26	11	2	7	28	8	xxxxx	x.xxx	.	x	x
1373 : 	. ..x..	+ xx.xx	21	17	17	25	21	53	26	12	3	8	29	9	x.xxx	.x...	.	x	x
1374 : 	Z x...x	+ xx.xx	22	18	18	26	22	54	26	13	4	9	30	10	.xxxx	..x.x	.	x	x
1375 : 	X x.xxx	. ..x..	23	19	19	1	23	55	26	14	5	10	31	11	.x...	xx.xx	x	x	x
1376 : 	T ....x	- xxxxx	24	20	20	2	1	56	27	15	6	11	32	12	x....	.xxx.	x	.	.
1377 : 	F x.xx.	- xxxxx	25	21	21	3	2	57	28	15	6	11	32	12	..xxx	.xxx.	.	x	x
1378 : 	F x.xx.	E x....	26	22	22	4	3	58	28	16	7	12	33	13	..xx.	.....	.	x	x
1379 : 	4 .x...	I .xx..	27	23	23	5	4	59	28	17	8	13	34	14	xx...	xxx..	.	x	x
1380 : 	Z x...x	N ..xx.	28	24	24	6	5	60	28	18	9	14	35	15	x.x..	...xx	.	x	x
1381 : 	P .xx.x	E x....	29	25	25	7	6	61	28	19	10	15	36	16	..xxx	xx.x.	x	x	x
1382 : 	O ...xx	N ..xx.	30	26	26	8	7	1	29	20	11	16	37	17	x....	x.x.x	x	.	x
1383 : 	D x..x.	+ xx.xx	31	27	27	9	8	2	30	21	12	17	38	18	...xx	.x.x.	x	x	x
1384 : 	F x.xx.	+ xx.xx	32	28	28	10	9	3	31	22	13	18	39	19	xxxxx	x..x.	x	.	x
1385 : 	M ..xxx	. ..x..	33	29	29	11	10	4	32	23	14	19	40	20	xxx..	xxxxx	.	x	x
1386 : 	E x....	- xxxxx	34	30	1	12	11	5	32	24	15	20	41	21	.x...	..xxx	x	x	x
1387 : 	X x.xxx	- xxxxx	35	31	2	13	12	6	33	25	16	21	42	22	x..xx	xx.xx	.	.	.
1388 : 	G .x.xx	U xxx..	36	1	3	14	13	7	33	25	16	21	42	22	.xx..	xx.xx	x	.	x
1389 : 	- xxxxx	M ..xxx	37	2	4	15	14	8	34	26	17	22	43	23	xxx..	..x..	x	x	x
1390 : 	+ xx.xx	F x.xx.	38	3	5	16	15	9	35	27	18	23	44	24	x.xx.	xx.xx	.	.	.
1391 : 	E x....	A xx...	39	4	6	17	16	10	35	27	18	23	44	24	x..xx	xx.xx	.	.	x
1392 : 	. ..x..	S x.x..	40	5	7	18	17	11	35	28	19	24	45	25	xxx.x	.xx.x	x	.	x
1393 : 	A xx...	S x.x..	41	6	8	19	18	12	36	29	20	25	46	26	.xx.x	....x	x	x	x
1394 : 	P .xx.x	E x....	1	7	9	20	19	13	37	30	21	26	47	27	.x.x.	x.xxx	.	.	.
1395 : 	E x....	N ..xx.	2	8	10	21	20	14	37	30	21	26	47	27	....x	x.xxx	.	.	.
1396 : 	4 .x...	D x..x.	3	9	11	22	21	15	37	30	21	26	47	27	.xx.x	x.xxx	x	.	x
1397 : 	X x.xxx	E x....	4	10	12	23	22	16	1	31	22	27	48	28	xx.xx	xxx..	x	x	x
1398 : 	W xx..x	N ..xx.	5	11	13	24	23	17	2	32	23	28	49	29	x..x.	.xx.x	.	.	.
1399 : 	. ..x..	+ xx.xx	6	12	14	25	1	18	2	32	23	28	49	29	x..x.	.xx.x	.	.	x
1400 : 	Q xxx.x	+ xx.xx	7	13	15	26	2	19	2	33	24	29	50	30	x..xx	x.x.x	.	.	x
1401 : 	E x....	. ..x..	8	14	16	1	3	20	2	34	25	30	51	31	.xx..	xx...	x	.	x
1402 : 	4 .x...	- xxxxx	9	15	17	2	4	21	3	35	26	31	52	32	..x..	x..xx	x	x	x
1403 : 	Z x...x	- xxxxx	10	16	18	3	5	22	4	36	27	32	53	33	.xxx.	.....	x	x	x
1404 : 	Y x.x.x	U xxx..	11	17	19	4	6	23	5	37	28	33	1	34	...xx	.x.x.	x	x	x
1405 : 	- xxxxx	B x..xx	12	18	20	5	7	24	6	38	29	34	2	35	xx...	x.x..	.	.	x
1406 : 	B x..xx	E x....	13	19	21	6	8	25	6	39	30	35	3	36	xxx.x	xxxx.	x	.	.
1407 : 	B x..xx	R .x.x.	14	20	22	7	9	26	7	39	30	35	3	36	..xxx	xxxx.	.	x	x
1408 : 	C .xxx.	B x..xx	15	21	23	8	10	27	7	40	31	36	4	37	.....	xxx.x	x	x	x
1409 : 	M ..xxx	L .x..x	16	22	24	9	11	28	8	41	32	37	5	38	..xx.	.x...	x	.	x
1410 : 	L .x..x	I .xx..	17	23	25	10	12	29	9	42	33	38	6	39	.xxxx	.x.x.	.	x	x
1411 : 	U xxx..	C .xxx.	18	24	26	11	13	30	9	43	34	39	7	40	x....	...x.	x	x	x
1412 : 	+ xx.xx	K xxxx.	19	25	27	12	14	31	10	1	35	40	8	41	.....	..x.x	x	.	x
1413 : 	G .x.xx	+ xx.xx	20	26	28	13	15	32	11	2	36	41	9	42	x.xx.	..xx.	.	x	x
1414 : 	J xx.x.	+ xx.xx	21	27	29	14	16	33	11	3	37	42	10	43	x.x.x	x.x..	.	x	x
1415 : 	C .xxx.	. ..x..	22	28	1	15	17	34	11	4	38	43	11	44	.x..x	...xx	.	x	x
1416 : 	L .x..x	- xxxxx	23	29	2	16	18	35	11	5	39	44	12	45	.x.xx	xxx.x	x	x	x
1417 : 	V .xxxx	- xxxxx	24	30	3	17	19	36	12	6	40	45	13	46	xxxx.	.xxx.	x	.	.
1418 : 	X x.xxx	U xxx..	25	31	4	18	20	37	13	6	40	45	13	46	..x.x	.xxx.	.	x	x
1419 : 	M ..xxx	B x..xx	26	1	5	19	21	38	13	7	41	46	14	47	.xx.x	xx..x	.	x	x
1420 : 	4 .x...	E x....	27	2	6	20	22	39	13	8	42	47	15	48	xx.xx	...xx	.	x	x
1421 : 	R .x.x.	R .x.x.	28	3	7	21	23	40	13	9	43	48	16	49	x.x..	x.x..	.	x	x
1422 : 	Y x.x.x	+ xx.xx	29	4	8	22	1	41	13	10	44	49	17	50	..x..	.x.x.	x	x	x
1423 : 	Z x...x	+ xx.xx	30	5	9	23	2	42	14	11	45	50	18	51	xx.xx	x...x	x	.	x
1424 : 	M ..xxx	3 ...x.	31	6	10	24	3	43	15	12	46	51	19	52	.x.x.	.xxxx	x	.	.
1425 : 	R .x.x.	+ xx.xx	32	7	11	25	4	44	16	12	46	51	19	52	xxxx.	.xxxx	x	x	x
1426 : 	M ..xxx	+ xx.xx	33	8	12	26	5	45	17	13	47	1	20	53	x..x.	.xxx.	.	.	.
1427 : 	V .xxxx	4 .x...	34	9	13	1	6	46	17	13	47	1	20	53	.x..x	.xxx.	x	.	x
1428 : 	I .xx..	. ..x..	35	10	14	2	7	47	18	14	1	2	21	54	xx...	x....	x	x	x
1429 : 	+ xx.xx	- xxxxx	36	11	15	3	8	48	19	15	2	3	22	55	...xx	..xxx	.	.	.
1430 : 	V .xxxx	- xxxxx	37	12	16	4	9	49	19	15	2	3	22	55	x.xxx	..xxx	.	.	x
1431 : 	C .xxx.	D x..x.	38	13	17	5	10	50	19	16	3	4	23	56	x.x..	.x...	x	.	x
1432 : 	W xx..x	E x....	39	14	18	6	11	51	20	17	4	5	24	57	xxx..	x.x.x	x	x	x
1433 : 	Q xxx.x	N ..xx.	40	15	19	7	12	52	21	18	5	6	25	58	x..xx	.x...	.	x	x
1434 : 	C .xxx.	+ xx.xx	41	16	20	8	13	53	21	19	6	7	26	59	.x...	xxx.x	.	x	x
1435 : 	V .xxxx	+ xx.xx	1	17	21	9	14	54	21	20	7	8	27	1	..xx.	x..x.	.	x	x
1436 : 	H ..x.x	. ..x..	2	18	22	10	15	55	21	21	8	9	28	2	.xxx.	.xxxx	x	x	x
1437 : 	N ..xx.	- xxxxx	3	19	23	11	16	56	22	22	9	10	29	3	.x..x	x....	x	x	x
1438 : 	X x.xxx	- xxxxx	4	20	24	12	17	57	23	23	10	11	30	4	x.x.x	xxx.x	.	.	.
1439 : 	D x..x.	A xx...	5	21	25	13	18	58	23	23	10	11	30	4	x.xxx	xxx.x	.	.	x
1440 : 	I .xx..	K xxxx.	6	22	26	14	19	59	23	24	11	12	31	5	x....	...x.	.	.	x
1441 : 	M ..xxx	T ....x	7	23	27	15	20	60	23	25	12	13	32	6	xx..x	xxxxx	.	.	x
1442 : 	+ xx.xx	U xxx..	8	24	28	16	21	61	23	26	13	14	33	7	..xxx	.....	x	.	.
1443 : 	X x.xxx	E x....	9	25	29	17	22	1	24	26	13	14	33	7	..xxx	.....	x	x	x
1444 : 	E x....	L .x..x	10	26	1	18	23	2	25	27	14	15	34	8	.....	xx..x	x	.	x
1445 : 	V .xxxx	L .x..x	11	27	2	19	1	3	26	28	15	16	35	9	.....	..xx.	x	x	x
1446 : 	. ..x..	E x....	12	28	3	20	2	4	27	29	16	17	36	10	xxxxx	.x.xx	.	.	x
1447 : 	G .x.xx	N ..xx.	13	29	4	21	3	5	27	30	17	18	37	11	xxx..	x...x	x	.	.
1448 : 	N ..xx.	+ xx.xx	14	30	5	22	4	6	28	30	17	18	37	11	.xx..	x...x	.	x	x
1449 : 	M ..xxx	+ xx.xx	15	31	6	23	5	7	28	31	18	19	38	12	...x.	xxxx.	x	x	x
1450 : 	H ..x.x	. ..x..	16	1	7	24	6	8	29	32	19	20	39	13	.xxxx	.xxx.	x	.	x
1451 : 	O ...xx	- xxxxx	17	2	8	25	7	9	30	33	20	21	40	14	.xxx.	x..x.	.	x	x
1452 : 	+ xx.xx	- xxxxx	18	3	9	26	8	10	30	34	21	22	41	15	x..xx	x.xxx	.	x	x
1453 : 	V .xxxx	S x.x..	19	4	10	1	9	11	30	35	22	23	42	16	....x	xx.x.	x	x	x
1454 : 	E x....	T ....x	20	5	11	2	10	12	31	36	23	24	43	17	xxx..	.xx.x	x	.	x
1455 : 	/ .....	A xx...	21	6	12	3	11	13	32	37	24	25	44	18	xx.x.	...x.	.	x	x
1456 : 	Z x...x	N ..xx.	22	7	13	4	12	14	32	38	25	26	45	19	.x.xx	xxx..	.	x	x
1457 : 	M ..xxx	D x..x.	23	8	14	5	13	15	32	39	26	27	46	20	.....	x.x.x	x	x	x
1458 : 	S x.x..	+ xx.xx	24	9	15	6	14	16	33	40	27	28	47	21	xx...	x.xxx	x	.	x
1459 : 	A xx...	+ xx.xx	25	10	16	7	15	17	34	41	28	29	48	22	.xxx.	.xx.x	.	x	x
1460 : 	T ....x	. ..x..	26	11	17	8	16	18	34	42	29	30	49	23	..x.x	.....	.	x	x
1461 : 	T ....x	- xxxxx	27	12	18	9	17	19	34	43	30	31	50	24	x.xxx	.x..x	.	x	x
1462 : 	H ..x.x	- xxxxx	28	13	19	10	18	20	34	1	31	32	51	25	x..xx	.x..x	x	x	x
1463 : 	Z x...x	D x..x.	29	14	20	11	19	21	35	2	32	33	52	26	.x...	.x.xx	x	.	x
1464 : 	A xx...	E x....	30	15	21	12	20	22	36	3	33	34	53	27	x.x.x	xxx.x	x	x	x
1465 : 	O ...xx	R .x.x.	31	16	22	13	21	23	37	4	34	35	1	28	.xxxx	..xx.	x	.	x
1466 : 	- xxxxx	+ xx.xx	32	17	23	14	22	24	1	5	35	36	2	29	x...x	x.x.x	.	x	x
1467 : 	. ..x..	+ xx.xx	33	18	24	15	23	25	1	6	36	37	3	30	xxx..	...xx	x	x	x
1468 : 	J xx.x.	. ..x..	34	19	25	16	1	26	2	7	37	38	4	31	.xxx.	x....	.	.	.
1469 : 	U xxx..	- xxxxx	35	20	26	17	2	27	2	7	37	38	4	31	x..xx	x....	x	.	.
1470 : 	V .xxxx	- xxxxx	36	21	27	18	3	28	3	7	37	38	4	31	.....	x....	x	x	x
1471 : 	- xxxxx	R .x.x.	37	22	28	19	4	29	4	8	38	39	5	32	x.x..	....x	.	x	x
1472 : 	O ...xx	O ...xx	38	23	29	20	5	30	4	9	39	40	6	33	xxxx.	xxxx.	x	x	x
1473 : 	I .xx..	B x..xx	39	24	1	21	6	31	5	10	40	41	7	34	x...x	.xxx.	x	x	x
1474 : 	V .xxxx	O ...xx	40	25	2	22	7	32	6	11	41	42	8	35	x....	xxx..	.	.	x
1475 : 	. ..x..	T ....x	41	26	3	23	8	33	6	12	42	43	9	36	..xxx	...x.	.	.	x
1476 : 	C .xxx.	I .xx..	1	27	4	24	9	34	6	13	43	44	10	37	..xxx	..x.x	.	.	x
1477 : 	C .xxx.	K xxxx.	2	28	5	25	10	35	6	14	44	45	11	38	.xxx.	xxxx.	x	.	x
1478 : 	Z x...x	+ xx.xx	3	29	6	26	11	36	7	15	45	46	12	39	.x.x.	.....	x	x	x
1479 : 	I .xx..	+ xx.xx	4	30	7	1	12	37	8	16	46	47	13	40	xxx.x	.x.x.	.	.	.
1480 : 	J xx.x.	. ..x..	5	31	8	2	13	38	8	16	46	47	13	40	x.x..	.x.x.	.	.	.
1481 : 	V .xxxx	- xxxxx	6	1	9	3	14	39	8	16	46	47	13	40	xx.x.	.x.x.	.	.	x
1482 : 	A xx...	- xxxxx	7	2	10	4	15	40	8	17	47	48	14	41	xx.x.	xxx.x	.	.	.
1483 : 	. ..x..	U xxx..	8	3	11	5	16	41	8	17	47	48	14	41	..x.x	xxx.x	x	.	.
1484 : 	J xx.x.	N ..xx.	9	4	12	6	17	42	9	17	47	48	14	41	....x	xxx.x	x	x	x
1485 : 	+ xx.xx	D x..x.	10	5	13	7	18	43	10	18	1	49	15	42	.x.xx	...x.	x	.	x
1486 : 	O ...xx	+ xx.xx	11	6	14	8	19	44	11	19	2	50	16	43	.x...	x....	x	x	x
1487 : 	- xxxxx	+ xx.xx	12	7	15	9	20	45	12	20	3	51	17	44	xx.xx	xxxxx	.	.	.
1488 : 	I .xx..	. ..x..	13	8	16	10	21	46	12	20	3	51	17	44	x.xxx	xxxxx	x	.	.
1489 : 	P .xx.x	- xxxxx	14	9	17	11	22	47	13	20	3	51	17	44	.xx.x	xxxxx	x	x	x
1490 : 	F x.xx.	- xxxxx	15	10	18	12	23	48	14	21	4	1	18	45	.xx..	..x.x	.	.	.
1491 : 	W xx..x	K xxxx.	16	11	19	13	1	49	14	21	4	1	18	45	...x.	..x.x	.	.	.
1492 : 	A xx...	U xxx..	17	12	20	14	2	50	14	21	4	1	18	45	....x	..x.x	x	.	x
1493 : 	4 .x...	N ..xx.	18	13	21	15	3	51	15	22	5	2	19	46	x.x..	xx.x.	x	.	x
1494 : 	H ..x.x	S x.x..	19	14	22	16	4	52	16	23	6	3	20	47	.xxx.	xxxxx	.	x	x
1495 : 	D x..x.	T ....x	20	15	23	17	5	53	16	24	7	4	21	48	x..x.	....x	.	x	x
1496 : 	R .x.x.	L .x..x	21	16	24	18	6	54	16	25	8	5	22	49	xxx.x	xxxx.	.	x	x
1497 : 	4 .x...	I .xx..	22	17	25	19	7	55	16	26	9	6	23	50	..x..	.....	x	x	x
1498 : 	A xx...	C .xxx.	23	18	26	20	8	56	17	27	10	7	24	51	.x.xx	xxx.x	x	.	x
1499 : 	Q xxx.x	H ..x.x	24	19	27	21	9	57	18	28	11	8	25	52	xx..x	....x	.	x	x
1500 : 	A xx...	E x....	25	20	28	22	10	58	18	29	12	9	26	53	..x..	.xx..	.	x	x
1501 : 	D x..x.	N ..xx.	26	21	29	23	11	59	18	30	13	10	27	54	..xx.	x..x.	.	x	x
1502 : 	X x.xxx	+ xx.xx	27	22	1	24	12	60	18	31	14	11	28	55	x..xx	xxxxx	.	x	x
1503 : 	T ....x	+ xx.xx	28	23	2	25	13	61	18	32	15	12	29	56	xx.x.	.....	x	x	x
1504 : 	W xx..x	3 ...x.	29	24	3	26	14	1	19	33	16	13	30	57	..xx.	xxx.x	x	.	.
1505 : 	D x..x.	+ xx.xx	30	25	4	1	15	2	20	33	16	13	30	57	x.x..	xxx.x	x	x	x
1506 : 	I .xx..	+ xx.xx	31	26	5	2	16	3	21	34	17	14	31	58	..x.x	x..x.	x	x	x
1507 : 	/ .....	4 .x...	32	27	6	3	17	4	22	35	18	15	32	59	x..xx	xx.xx	.	x	x
1508 : 	X x.xxx	. ..x..	33	28	7	4	18	5	22	36	19	16	33	1	xxxxx	.xx..	x	x	x
1509 : 	D x..x.	- xxxxx	34	29	8	5	19	6	23	37	20	17	34	2	.xx..	....x	.	.	.
1510 : 	M ..xxx	- xxxxx	35	30	9	6	20	7	23	37	20	17	34	2	xx..x	....x	x	.	.
1511 : 	C .xxx.	I .xx..	36	31	10	7	21	8	24	37	20	17	34	2	...xx	....x	x	x	x
1512 : 	L .x..x	N ..xx.	37	1	11	8	22	9	25	38	21	18	35	3	xxx.x	x..x.	.	.	x
1513 : 	. ..x..	T ....x	38	2	12	9	23	10	25	39	22	19	36	4	xx.x.	xxxxx	.	.	.
1514 : 	Q xxx.x	E x....	39	3	13	10	1	11	25	39	22	19	36	4	x..x.	xxxxx	x	.	.
1515 : 	M ..xxx	L .x..x	40	4	14	11	2	12	26	39	22	19	36	4	x...x	xxxxx	x	x	x
1516 : 	Q xxx.x	L .x..x	41	5	15	12	3	13	27	40	23	20	37	5	.x...	xxx..	.	.	x
1517 : 	T ....x	I .xx..	1	6	16	13	4	14	27	41	24	21	38	6	.xxx.	...xx	.	.	.
1518 : 	. ..x..	G .x.xx	2	7	17	14	5	15	27	41	24	21	38	6	.xx..	...xx	x	.	.
1519 : 	F x.xx.	E x....	3	8	18	15	6	16	28	41	24	21	38	6	..x.x	...xx	x	x	x
1520 : 	D x..x.	N ..xx.	4	9	19	16	7	17	29	42	25	22	39	7	xx.x.	.xxx.	.	.	x
1521 : 	L .x..x	Z x...x	5	10	20	17	8	18	29	43	26	23	40	8	xx.xx	...xx	.	.	.
1522 : 	P .xx.x	+ xx.xx	6	11	21	18	9	19	29	43	26	23	40	8	x.x.x	...xx	.	.	.
1523 : 	I .xx..	+ xx.xx	7	12	22	19	10	20	29	43	26	23	40	8	x.x..	...xx	x	.	x
1524 : 	/ .....	. ..x..	8	13	23	20	11	21	30	1	27	24	41	9	...x.	..xx.	x	x	x
1525 : 	W xx..x	- xxxxx	9	14	24	21	12	22	31	2	28	25	42	10	.xx.x	.x.xx	x	.	x
1526 : 	C .xxx.	- xxxxx	10	15	25	22	13	23	32	3	29	26	43	11	..x..	x.x.x	x	x	x
1527 : 	A xx...	U xxx..	11	16	26	23	14	24	33	4	30	27	44	12	.x.x.	.xxx.	.	.	x
1528 : 	4 .x...	N ..xx.	12	17	27	24	15	25	33	5	31	28	45	13	x..x.	xxx..	x	.	.
1529 : 	Z x...x	D x..x.	13	18	28	25	16	26	34	5	31	28	45	13	xxxxx	xxx..	.	x	x
1530 : 	A xx...	+ xx.xx	14	19	29	26	17	27	34	6	32	29	46	14	.xxxx	.xx..	x	x	x
1531 : 	T ....x	+ xx.xx	15	20	1	1	18	28	35	7	33	30	47	15	....x	xx.xx	x	.	.
1532 : 	- xxxxx	. ..x..	16	21	2	2	19	29	36	7	33	30	47	15	.....	xx.xx	.	x	x
1533 : 	A xx...	- xxxxx	17	22	3	3	20	30	36	8	34	31	48	16	..xxx	.....	x	x	x
1534 : 	Z x...x	- xxxxx	18	23	4	4	21	31	37	9	35	32	49	17	xxxxx	x...x	x	.	x
1535 : 	F x.xx.	B x..xx	19	24	5	5	22	32	1	10	36	33	50	18	..x.x	.....	.	x	x
1536 : 	4 .x...	I .xx..	20	25	6	6	23	33	1	11	37	34	51	19	x....	x.x..	.	x	x
1537 : 	T ....x	E x....	21	26	7	7	1	34	1	12	38	35	52	20	x.xx.	..xxx	.	x	x
1538 : 	L .x..x	T ....x	22	27	8	8	2	35	1	13	39	36	53	21	..x.x	.xx.x	x	x	x
1539 : 	T ....x	E x....	23	28	9	9	3	36	2	14	40	37	1	22	.x.x.	xx.xx	x	.	x
1540 : 	B x..xx	T ....x	24	29	10	10	4	37	3	15	41	38	2	23	xx.x.	.x...	.	x	x
1541 : 	S x.x..	+ xx.xx	25	30	11	11	5	38	3	16	42	39	3	24	.xx..	...xx	.	x	x
1542 : 	V .xxxx	+ xx.xx	26	31	12	12	6	39	3	17	43	40	4	25	....x	x.x.x	.	x	x
1543 : 	B x..xx	. ..x..	27	1	13	13	7	40	3	18	44	41	5	26	xx.x.	.xx.x	.	x	x
1544 : 	Z x...x	- xxxxx	28	2	14	14	8	41	3	19	45	42	6	27	xx..x	x.xxx	x	x	x
1545 : 	. ..x..	- xxxxx	29	3	15	15	9	42	4	20	46	43	7	28	....x	xx.x.	x	x	x
1546 : 	L .x..x	D x..x.	30	4	16	16	10	43	5	21	47	44	8	29	x.xx.	.xx.x	x	x	x
1547 : 	L .x..x	E x....	31	5	17	17	11	44	6	22	1	45	9	30	.xxx.	x.xxx	x	.	x
1548 : 	G .x.xx	N ..xx.	32	6	18	18	12	45	7	23	2	46	10	31	xxx.x	x....	.	x	x
1549 : 	4 .x...	+ xx.xx	33	7	19	19	13	46	7	24	3	47	11	32	xx...	.x.xx	x	x	x
1550 : 	P .xx.x	+ xx.xx	34	8	20	20	14	47	8	25	4	48	12	33	...x.	x.x..	x	.	.
1551 : 	I .xx..	. ..x..	35	9	21	21	15	48	9	25	4	48	12	33	xxx..	x.x..	.	x	x
1552 : 	A xx...	- xxxxx	36	10	22	22	16	49	9	26	5	49	13	34	.xx.x	.x.x.	.	x	x
1553 : 	S x.x..	- xxxxx	37	11	23	23	17	50	9	27	6	50	14	35	x..xx	xx...	x	x	x
1554 : 	3 ...x.	B x..xx	38	12	24	24	18	51	10	28	7	51	15	36	x.xxx	..xx.	x	.	x
1555 : 	G .x.xx	E x....	39	13	25	25	19	52	11	29	8	1	16	37	x.xx.	.xx.x	.	x	x
1556 : 	Q xxx.x	S x.x..	40	14	26	26	20	53	11	30	9	2	17	38	xx.xx	x..x.	.	x	x
1557 : 	T ....x	U xxx..	41	15	27	1	21	54	11	31	10	3	18	39	....x	xxx..	.	x	x
