Step 	Input 	Output 	K1 	K2 	K3 	K4 	K5 	M1 	M2 	S1 	S2 	S3 	S4 	S5 	Chi 	Psi 	M1 	M2 	TM 
4124 : 	W xx..x	+ xx.xx	25	9	13	20	12	59	25	2	28	6	49	25	.x.xx	.x..x	.	.	x
4125 : 	W xx..x	. ..x..	26	10	14	21	13	60	25	3	29	7	50	26	.x...	x.x.x	.	.	.
4126 : 	J xx.x.	- xxxxx	27	11	15	22	14	61	25	3	29	7	50	26	x....	x.x.x	x	.	.
4127 : 	U xxx..	- xxxxx	28	12	16	23	15	1	26	3	29	7	50	26	x.xx.	x.x.x	x	x	x
4128 : 	X x.xxx	W xx..x	29	13	17	24	16	2	27	4	30	8	51	27	..xxx	.x..x	x	.	x
4129 : 	P .xx.x	I .xx..	30	14	18	25	17	3	28	5	31	9	52	28	xxxxx	xxxx.	x	x	x
4130 : 	. ..x..	C .xxx.	31	15	19	26	18	4	29	6	32	10	53	29	...xx	.x..x	.	.	.
4131 : 	S x.x..	H ..x.x	32	16	20	1	19	5	29	6	32	10	53	29	xx...	.x..x	x	.	x
4132 : 	G .x.xx	T ....x	33	17	21	2	20	6	30	7	33	11	1	30	x.x.x	xxxxx	.	x	x
4133 : 	O ...xx	I .xx..	34	18	22	3	21	7	30	8	34	12	2	31	.xxxx	.....	x	x	x
4134 : 	M ..xxx	G .x.xx	35	19	23	4	22	8	31	9	35	13	3	32	xx.xx	x.xxx	x	.	.
4135 : 	M ..xxx	S x.x..	36	20	24	5	23	9	32	9	35	13	3	32	..x..	x.xxx	.	x	x
4136 : 	Y x.x.x	T ....x	37	21	25	6	1	10	32	10	36	14	4	33	x.x..	.....	.	x	x
4137 : 	B x..xx	E x....	38	22	26	7	2	11	32	11	37	15	5	34	x..xx	x....	x	x	x
4138 : 	H ..x.x	+ xx.xx	39	23	27	8	3	12	33	12	38	16	6	35	xx...	..xx.	x	.	x
4139 : 	M ..xxx	+ xx.xx	40	24	28	9	4	13	34	13	39	17	7	36	x.xx.	.x.x.	.	x	x
4140 : 	+ xx.xx	. ..x..	41	25	29	10	5	14	34	14	40	18	8	37	..xx.	xx..x	.	x	x
4141 : 	E x....	- xxxxx	1	26	1	11	6	15	34	15	41	19	9	38	....x	.xxx.	x	x	x
4142 : 	+ xx.xx	- xxxxx	2	27	2	12	7	16	35	16	42	20	10	39	.....	..x..	x	.	x
4143 : 	K xxxx.	O ...xx	3	28	3	13	8	17	36	17	43	21	11	40	.xxxx	x..x.	.	x	x
4144 : 	J xx.x.	R .x.x.	4	29	4	14	9	18	36	18	44	22	12	41	xxx.x	.xx.x	.	x	x
4145 : 	H ..x.x	G .x.xx	5	30	5	15	10	19	36	19	45	23	13	42	xxx..	x..x.	.	x	x
4146 : 	F x.xx.	A xx...	6	31	6	16	11	20	36	20	46	24	14	43	x..x.	xxx..	x	x	x
4147 : 	D x..x.	N ..xx.	7	1	7	17	12	21	37	21	47	25	15	44	xxxxx	.x.xx	x	.	x
4148 : 	3 ...x.	+ xx.xx	8	2	8	18	13	22	1	22	1	26	16	45	.xx..	x.x.x	x	x	x
4149 : 	P .xx.x	+ xx.xx	9	3	9	19	14	23	2	23	2	27	17	46	.....	x.xx.	x	.	.
4150 : 	E x....	. ..x..	10	4	10	20	15	24	3	23	2	27	17	46	...x.	x.xx.	.	x	x
4151 : 	- xxxxx	- xxxxx	11	5	11	21	16	25	3	24	3	28	18	47	.xx.x	.xx.x	x	x	x
4152 : 	Z x...x	- xxxxx	12	6	12	22	17	26	4	25	4	29	19	48	xx..x	x.xxx	.	x	x
4153 : 	O ...xx	D x..x.	13	7	13	23	18	27	4	26	5	30	20	49	xx.xx	.x.x.	x	x	x
4154 : 	R .x.x.	E x....	14	8	14	24	19	28	5	27	6	31	21	50	...x.	xx...	x	x	x
4155 : 	U xxx..	S x.x..	15	9	15	25	20	29	6	28	7	32	22	51	.x.xx	...xx	.	.	x
4156 : 	Q xxx.x	+ xx.xx	16	10	16	26	21	30	6	29	8	33	23	52	.xxxx	.x..x	x	.	.
4157 : 	X x.xxx	+ xx.xx	17	11	17	1	22	31	7	29	8	33	23	52	..x.x	.x..x	x	x	x
4158 : 	3 ...x.	3 ...x.	18	12	18	2	23	32	8	30	9	34	24	53	x.x..	x.x..	.	.	x
4159 : 	H ..x.x	+ xx.xx	19	13	19	3	1	33	8	31	10	35	25	54	...x.	xxx..	.	.	x
4160 : 	H ..x.x	+ xx.xx	20	14	20	4	2	34	8	32	11	36	26	55	xx.xx	..x.x	.	.	x
4161 : 	N ..xx.	4 .x...	21	15	21	5	3	35	8	33	12	37	27	56	x.x..	xx.x.	x	.	.
4162 : 	D x..x.	. ..x..	22	16	22	6	4	36	9	33	12	37	27	56	.xx..	xx.x.	x	x	x
4163 : 	C .xxx.	- xxxxx	23	17	23	7	5	37	10	34	13	38	28	57	...x.	x..xx	.	.	.
4164 : 	Z x...x	- xxxxx	24	18	24	8	6	38	10	34	13	38	28	57	xxx.x	x..xx	.	.	x
4165 : 	Z x...x	M ..xxx	25	19	25	9	7	39	10	35	14	39	29	58	.xxx.	xx...	.	.	.
4166 : 	G .x.xx	E x....	26	20	26	10	8	40	10	35	14	39	29	58	...xx	xx...	.	.	.
4167 : 	V .xxxx	N ..xx.	27	21	27	11	9	41	10	35	14	39	29	58	x...x	xx...	x	.	x
4168 : 	H ..x.x	S x.x..	28	22	28	12	10	42	11	36	15	40	30	59	x.x..	..x.x	x	x	x
4169 : 	C .xxx.	C .xxx.	29	23	29	13	11	43	12	37	16	41	31	1	.xxx.	.xxx.	x	.	x
4170 : 	O ...xx	H ..x.x	30	24	1	14	12	44	13	38	17	42	32	2	x...x	x.xxx	x	x	x
4171 : 	4 .x...	E x....	31	25	2	15	13	45	14	39	18	43	33	3	.....	xx...	.	.	x
4172 : 	P .xx.x	N ..xx.	32	26	3	16	14	46	14	40	19	44	34	4	x.xx.	xxx.x	x	.	x
4173 : 	G .x.xx	+ xx.xx	33	27	4	17	15	47	15	41	20	45	35	5	x.xx.	..xx.	x	.	x
4174 : 	Y x.x.x	+ xx.xx	34	28	5	18	16	48	16	42	21	46	36	6	.xx.x	...xx	.	x	x
4175 : 	X x.xxx	N ..xx.	35	29	6	19	17	49	16	43	22	47	37	7	xx..x	.x...	.	x	x
4176 : 	- xxxxx	- xxxxx	36	30	7	20	18	50	16	1	23	48	38	8	.xxxx	.xxxx	x	x	x
4177 : 	L .x..x	- xxxxx	37	31	8	21	19	51	17	2	24	49	39	9	x.x..	...x.	x	.	.
4178 : 	/ .....	+ xx.xx	38	1	9	22	20	52	18	2	24	49	39	9	xx..x	...x.	.	x	x
4179 : 	+ xx.xx	+ xx.xx	39	2	10	23	21	53	18	3	25	50	40	10	xx.xx	xx.xx	.	x	x
4180 : 	S x.x..	. ..x..	40	3	11	24	22	54	18	4	26	51	41	11	x.xxx	..xxx	.	x	x
4181 : 	G .x.xx	- xxxxx	41	4	12	25	23	55	18	5	27	1	42	12	...x.	x.xx.	x	x	x
4182 : 	Q xxx.x	- xxxxx	1	5	13	26	1	56	19	6	28	2	43	13	.x.x.	.x...	x	.	x
4183 : 	P .xx.x	D x..x.	2	6	14	1	2	57	20	7	29	3	44	14	.x..x	x.xx.	.	x	x
4184 : 	W xx..x	A xx...	3	7	15	2	3	58	20	8	30	4	45	15	.x...	.x..x	.	x	x
4185 : 	K xxxx.	S x.x..	4	8	16	3	4	59	20	9	31	5	46	16	x.xx.	xxx..	.	x	x
4186 : 	C .xxx.	+ xx.xx	5	9	17	4	5	60	20	10	32	6	47	17	xxxx.	.x.xx	.	x	x
4187 : 	J xx.x.	+ xx.xx	6	10	18	5	6	61	20	11	33	7	48	18	xxx.x	xxx..	x	x	x
4188 : 	S x.x..	. ..x..	7	11	19	6	7	1	21	12	34	8	49	19	x....	.....	x	x	x
4189 : 	W xx..x	- xxxxx	8	12	20	7	8	2	22	13	35	9	50	20	...xx	..x.x	x	x	x
4190 : 	G .x.xx	- xxxxx	9	13	21	8	9	3	23	14	36	10	51	21	..x.x	x...x	x	.	x
4191 : 	3 ...x.	G .x.xx	10	14	22	9	10	4	24	15	37	11	52	22	.xxx.	..xxx	.	x	x
4192 : 	D x..x.	E x....	11	15	23	10	11	5	24	16	38	12	53	23	...x.	.....	x	x	x
4193 : 	M ..xxx	H ..x.x	12	16	24	11	12	6	25	17	39	13	1	24	xxx.x	xxxxx	.	.	x
4194 : 	Z x...x	I .xx..	13	17	25	12	13	7	25	18	40	14	2	25	x.x..	.x..x	x	.	.
4195 : 	L .x..x	R .x.x.	14	18	26	13	14	8	26	18	40	14	2	25	.x.x.	.x..x	x	x	x
4196 : 	Y x.x.x	N ..xx.	15	19	27	14	15	9	27	19	41	15	3	26	.x...	xx.xx	.	.	.
4197 : 	J xx.x.	. ..x..	16	20	28	15	16	10	27	19	41	15	3	26	..x.x	xx.xx	.	.	.
4198 : 	M ..xxx	+ xx.xx	17	21	29	16	17	11	27	19	41	15	3	26	..xxx	xx.xx	x	.	x
4199 : 	Q xxx.x	+ xx.xx	18	22	1	17	18	12	28	20	42	16	4	27	x..xx	x.x.x	x	x	x
4200 : 	I .xx..	. ..x..	19	23	2	18	19	13	29	21	43	17	5	28	.x...	.....	.	.	x
4201 : 	Z x...x	- xxxxx	20	24	3	19	20	14	29	22	44	18	6	29	x.x.x	xx.xx	.	.	.
4202 : 	B x..xx	- xxxxx	21	25	4	20	21	15	29	22	44	18	6	29	x.xxx	xx.xx	x	.	x
4203 : 	/ .....	D x..x.	22	26	5	21	22	16	30	23	45	19	7	30	..x.x	x.xxx	x	x	x
4204 : 	S x.x..	A xx...	23	27	6	22	23	17	31	24	46	20	8	31	.....	.xx..	.	.	x
4205 : 	O ...xx	N ..xx.	24	28	7	23	1	18	31	25	47	21	9	32	xxxx.	xx.xx	.	.	x
4206 : 	B x..xx	A xx...	25	29	8	24	2	19	31	26	1	22	10	33	.xxxx	..x..	.	.	.
4207 : 	/ .....	C .xxx.	26	30	9	25	3	20	31	26	1	22	10	33	.x.x.	..x..	x	.	.
4208 : 	B x..xx	H ..x.x	27	31	10	26	4	21	32	26	1	22	10	33	x..x.	..x..	x	x	x
4209 : 	Y x.x.x	+ xx.xx	28	1	11	1	5	22	33	27	2	23	11	34	xxx..	x..x.	x	.	x
4210 : 	K xxxx.	+ xx.xx	29	2	12	2	6	23	34	28	3	24	12	35	.x..x	.xx..	x	x	x
4211 : 	S x.x..	. ..x..	30	3	13	3	7	24	35	29	4	25	13	36	x..x.	...x.	.	.	.
4212 : 	K xxxx.	- xxxxx	31	4	14	4	8	25	35	29	4	25	13	36	...xx	...x.	x	.	x
4213 : 	+ xx.xx	- xxxxx	32	5	15	5	9	26	36	30	5	26	14	37	xx..x	xxx.x	.	x	x
4214 : 	O ...xx	T ....x	33	6	16	6	10	27	36	31	6	27	15	38	xxx..	xxxx.	x	x	x
4215 : 	D x..x.	A xx...	34	7	17	7	11	28	37	32	7	28	16	39	.xxx.	..x..	x	.	.
4216 : 	P .xx.x	U xxx..	35	8	18	8	12	29	1	32	7	28	16	39	x.x.x	..x..	.	x	x
4217 : 	J xx.x.	C .xxx.	36	9	19	9	13	30	1	33	8	29	17	40	.x.x.	xxxx.	x	x	x
4218 : 	C .xxx.	H ..x.x	37	10	20	10	14	31	2	34	9	30	18	41	xx.x.	x...x	x	.	.
4219 : 	. ..x..	T ....x	38	11	21	11	15	32	3	34	9	30	18	41	x.x..	x...x	.	x	x
4220 : 	S x.x..	+ xx.xx	39	12	22	12	16	33	3	35	10	31	19	42	x.x.x	xx.x.	.	x	x
4221 : 	R .x.x.	+ xx.xx	40	13	23	13	17	34	3	36	11	32	20	43	x..xx	...x.	.	x	x
4222 : 	/ .....	. ..x..	41	14	24	14	18	35	3	37	12	33	21	44	.xx.x	.x..x	x	x	x
4223 : 	I .xx..	- xxxxx	1	15	25	15	19	36	4	38	13	34	22	45	..x..	x.xxx	x	x	x
4224 : 	4 .x...	- xxxxx	2	16	26	16	20	37	5	39	14	35	23	46	.x.xx	xxx..	.	x	x
4225 : 	N ..xx.	E x....	3	17	27	17	21	38	5	40	15	36	24	47	...xx	x.x.x	.	x	x
4226 : 	K xxxx.	R .x.x.	4	18	28	18	22	39	5	41	16	37	25	48	xxx.x	.x..x	.	x	x
4227 : 	M ..xxx	+ xx.xx	5	19	29	19	23	40	5	42	17	38	26	49	xxx..	.....	.	x	x
4228 : 	O ...xx	+ xx.xx	6	20	1	20	1	41	5	43	18	39	27	50	x..x.	.x.x.	x	x	x
4229 : 	J xx.x.	. ..x..	7	21	2	21	2	42	6	1	19	40	28	51	x...x	.xxxx	x	.	x
4230 : 	K xxxx.	- xxxxx	8	22	3	22	3	43	7	2	20	41	29	52	..x..	..x.x	x	x	x
4231 : 	H ..x.x	- xxxxx	9	23	4	23	4	44	8	3	21	42	30	53	.xxx.	x.x..	x	.	x
4232 : 	/ .....	I .xx..	10	24	5	24	5	45	9	4	22	43	31	54	..xx.	.x.x.	.	x	x
4233 : 	J xx.x.	N ..xx.	11	25	6	25	6	46	9	5	23	44	32	55	...xx	xxxxx	x	x	x
4234 : 	L .x..x	+ xx.xx	12	26	7	26	7	47	10	6	24	45	33	56	x.xx.	..x..	x	.	x
4235 : 	X x.xxx	+ xx.xx	13	27	8	1	8	48	11	7	25	46	34	57	x.x.x	xx..x	.	x	x
4236 : 	V .xxxx	. ..x..	14	28	9	2	9	49	11	8	26	47	35	58	.x..x	...x.	.	x	x
4237 : 	3 ...x.	- xxxxx	15	29	10	3	10	50	11	9	27	48	36	59	.x.x.	x.xxx	x	x	x
4238 : 	W xx..x	- xxxxx	16	30	11	4	11	51	12	10	28	49	37	1	.xxx.	.x...	x	.	.
4239 : 	+ xx.xx	D x..x.	17	31	12	5	12	52	13	10	28	49	37	1	....x	.x...	.	x	x
4240 : 	M ..xxx	I .xx..	18	1	13	6	13	53	13	11	29	50	38	2	xx...	x..xx	.	x	x
4241 : 	S x.x..	E x....	19	2	14	7	14	54	13	12	30	51	39	3	.x.x.	.xxx.	.	x	x
4242 : 	. ..x..	+ xx.xx	20	3	15	8	15	55	13	13	31	1	40	4	x....	.xxxx	x	x	x
4243 : 	F x.xx.	+ xx.xx	21	4	16	9	16	56	14	14	32	2	41	5	x.xxx	xx.x.	x	.	x
4244 : 	. ..x..	. ..x..	22	5	17	10	17	57	15	15	33	3	42	6	.xxxx	.xxxx	.	.	x
4245 : 	D x..x.	- xxxxx	23	6	18	11	18	58	15	16	34	4	43	7	.xx.x	.....	.	.	.
4246 : 	M ..xxx	- xxxxx	24	7	19	12	19	59	15	16	34	4	43	7	xx...	.....	.	.	.
4247 : 	J xx.x.	W xx..x	25	8	20	13	20	60	15	16	34	4	43	7	...xx	.....	.	.	.
4248 : 	Q xxx.x	E x....	26	9	21	14	21	61	15	16	34	4	43	7	.xx.x	.....	x	.	x
4249 : 	O ...xx	L .x..x	27	10	22	15	22	1	16	17	35	5	44	8	xxx.x	x.xxx	x	x	x
4250 : 	B x..xx	T ....x	28	11	23	16	23	2	17	18	36	6	45	9	x..x.	.....	x	.	.
4251 : 	Q xxx.x	+ xx.xx	29	12	24	17	1	3	18	18	36	6	45	9	..xx.	.....	x	x	x
4252 : 	+ xx.xx	+ xx.xx	30	13	25	18	2	4	19	19	37	7	46	10	x.x.x	x.x.x	.	.	x
4253 : 	W xx..x	3 ...x.	31	14	26	19	3	5	19	20	38	8	47	11	.x...	x..xx	x	.	x
4254 : 	H ..x.x	+ xx.xx	32	15	27	20	4	6	20	21	39	9	48	12	x..x.	.xx..	.	x	x
4255 : 	- xxxxx	+ xx.xx	33	16	28	21	5	7	20	22	40	10	49	13	xxx..	xx...	x	x	x
4256 : 	Z x...x	4 .x...	34	17	29	22	6	8	21	23	41	11	50	14	..x.x	xxx..	x	x	x
4257 : 	- xxxxx	. ..x..	35	18	1	23	7	9	22	24	42	12	51	15	xx.x.	....x	.	x	x
4258 : 	3 ...x.	- xxxxx	36	19	2	24	8	10	22	25	43	13	52	16	.x.xx	x.xx.	.	x	x
4259 : 	T ....x	- xxxxx	37	20	3	25	9	11	22	26	44	14	53	17	x.xxx	.x..x	x	x	x
4260 : 	F x.xx.	D x..x.	38	21	4	26	10	12	23	27	45	15	1	18	x.xx.	x..x.	x	.	x
4261 : 	4 .x...	E x....	39	22	5	1	11	13	24	28	46	16	2	19	x.x..	.xx..	.	x	x
4262 : 	A xx...	R .x.x.	40	23	6	2	12	14	24	29	47	17	3	20	xx..x	.x.xx	.	x	x
4263 : 	I .xx..	+ xx.xx	41	24	7	3	13	15	24	30	1	18	4	21	..xx.	x...x	x	x	x
4264 : 	4 .x...	+ xx.xx	1	25	8	4	14	16	25	31	2	19	5	22	..xx.	x.x.x	x	.	x
4265 : 	R .x.x.	. ..x..	2	26	9	5	15	17	26	32	3	20	6	23	.....	.xxx.	.	x	x
4266 : 	P .xx.x	- xxxxx	3	27	10	6	16	18	26	33	4	21	7	24	....x	x..xx	.	x	x
4267 : 	Q xxx.x	- xxxxx	4	28	11	7	17	19	26	34	5	22	8	25	xxxxx	xxx.x	.	x	x
4268 : 	F x.xx.	S x.x..	5	29	12	8	18	20	26	35	6	23	9	26	xx..x	xx.xx	x	x	x
4269 : 	B x..xx	I .xx..	6	30	13	9	19	21	27	36	7	24	10	27	xx.x.	..x.x	x	.	.
4270 : 	E x....	N ..xx.	7	31	14	10	20	22	28	36	7	24	10	27	x..xx	..x.x	x	x	x
4271 : 	H ..x.x	N ..xx.	8	1	15	11	21	23	29	37	8	25	11	28	.x..x	.x.x.	x	.	x
4272 : 	4 .x...	E x....	9	2	16	12	22	24	30	38	9	26	12	29	.xx.x	x.x.x	.	x	x
4273 : 	3 ...x.	+ xx.xx	10	3	17	13	23	25	30	39	10	27	13	30	..xx.	xxxxx	x	x	x
4274 : 	G .x.xx	+ xx.xx	11	4	18	14	1	26	31	40	11	28	14	31	..x..	x.x..	.	.	x
4275 : 	D x..x.	. ..x..	12	5	19	15	2	27	31	41	12	29	15	32	xx..x	.xxxx	x	.	x
4276 : 	H ..x.x	- xxxxx	13	6	20	16	3	28	32	42	13	30	16	33	xx.x.	.....	x	x	x
4277 : 	+ xx.xx	- xxxxx	14	7	21	17	4	29	33	43	14	31	17	34	.xxx.	.x.x.	.	.	.
4278 : 	K xxxx.	E x....	15	8	22	18	5	30	33	43	14	31	17	34	..x..	.x.x.	x	.	.
4279 : 	V .xxxx	I .xx..	16	9	23	19	6	31	34	43	14	31	17	34	.x..x	.x.x.	x	x	x
4280 : 	4 .x...	N ..xx.	17	10	24	20	7	32	35	1	15	32	18	35	.xxx.	.....	.	.	.
4281 : 	Z x...x	. ..x..	18	11	25	21	8	33	35	1	15	32	18	35	x.x.x	.....	.	.	.
4282 : 	J xx.x.	+ xx.xx	19	12	26	22	9	34	35	1	15	32	18	35	....x	.....	.	.	x
4283 : 	O ...xx	+ xx.xx	20	13	27	23	10	35	35	2	16	33	19	36	x..x.	.x.x.	x	.	x
4284 : 	P .xx.x	. ..x..	21	14	28	24	11	36	36	3	17	34	20	37	xxxx.	x.xxx	x	x	x
4285 : 	S x.x..	- xxxxx	22	15	29	25	12	37	37	4	18	35	21	38	..xxx	.xx..	.	.	.
4286 : 	W xx..x	- xxxxx	23	16	1	26	13	38	37	4	18	35	21	38	.x.x.	.xx..	.	.	x
4287 : 	H ..x.x	G .x.xx	24	17	2	1	14	39	37	5	19	36	22	39	x....	xxxx.	.	.	.
4288 : 	3 ...x.	E x....	25	18	3	2	15	40	37	5	19	36	22	39	.xx..	xxxx.	.	.	x
4289 : 	+ xx.xx	S x.x..	26	19	4	3	16	41	37	6	20	37	23	40	.xxxx	.....	x	.	.
4290 : 	W xx..x	C .xxx.	27	20	5	4	17	42	1	6	20	37	23	40	x.xxx	.....	x	x	x
4291 : 	H ..x.x	H ..x.x	28	21	6	5	18	43	2	7	21	38	24	41	x...x	x...x	x	.	x
4292 : 	G .x.xx	M ..xxx	29	22	7	6	19	44	3	8	22	39	25	42	..x..	.x...	x	x	x
4293 : 	+ xx.xx	A xx...	30	23	8	7	20	45	4	9	23	40	26	43	xxxxx	xxx..	.	x	x
4294 : 	4 .x...	C .xxx.	31	24	9	8	21	46	4	10	24	41	27	44	....x	..xxx	x	x	x
4295 : 	D x..x.	K xxxx.	32	25	10	9	22	47	5	11	25	42	28	45	x..xx	xxxxx	x	x	x
4296 : 	3 ...x.	S x.x..	33	26	11	10	23	48	6	12	26	43	29	46	x.xx.	.....	.	.	x
4297 : 	J xx.x.	- xxxxx	34	27	12	11	1	49	6	13	27	44	30	47	.....	..x.x	.	.	x
4298 : 	Q xxx.x	+ xx.xx	35	28	13	12	2	50	6	14	28	45	31	48	xx..x	xxxxx	x	.	x
4299 : 	B x..xx	+ xx.xx	36	29	14	13	3	51	7	15	29	46	32	49	.x.x.	...x.	x	x	x
4300 : 	S x.x..	. ..x..	37	30	15	14	4	52	8	16	30	47	33	50	xx...	.x...	.	.	.
4301 : 	O ...xx	- xxxxx	38	31	16	15	5	53	8	16	30	47	33	50	x.x..	.x...	.	.	.
4302 : 	4 .x...	- xxxxx	39	1	17	16	6	54	8	16	30	47	33	50	xxxxx	.x...	.	.	x
4303 : 	- xxxxx	U xxx..	40	2	18	17	7	55	8	17	31	48	34	51	xxxx.	xxx.x	x	.	.
4304 : 	J xx.x.	N ..xx.	41	3	19	18	8	56	9	17	31	48	34	51	....x	xxx.x	x	x	x
4305 : 	A xx...	D x..x.	1	4	20	19	9	57	10	18	32	49	35	52	....x	.x.xx	.	.	x
4306 : 	V .xxxx	+ xx.xx	2	5	21	20	10	58	10	19	33	50	36	53	.xxx.	xx.x.	.	.	x
4307 : 	O ...xx	+ xx.xx	3	6	22	21	11	59	10	20	34	51	37	54	.xx..	x.x..	.	.	.
4308 : 	L .x..x	. ..x..	4	7	23	22	12	60	10	20	34	51	37	54	xx..x	x.x..	.	.	.
4309 : 	Q xxx.x	- xxxxx	5	8	24	23	13	61	10	20	34	51	37	54	x.xx.	x.x..	x	.	.
4310 : 	Y x.x.x	- xxxxx	6	9	25	24	14	1	11	20	34	51	37	54	xxxx.	x.x..	x	x	x
4311 : 	F x.xx.	G .x.xx	7	10	26	25	15	2	12	21	35	1	38	55	xx.x.	..xxx	x	.	.
4312 : 	S x.x..	E x....	8	11	27	26	16	3	13	21	35	1	38	55	...xx	..xxx	x	x	x
4313 : 	Q xxx.x	R .x.x.	9	12	28	1	17	4	14	22	36	2	39	56	..x.x	x..x.	.	.	x
4314 : 	C .xxx.	U xxx..	10	13	29	2	18	5	14	23	37	3	40	57	..x.x	x.xxx	x	.	x
4315 : 	N ..xx.	C .xxx.	11	14	1	3	19	6	15	24	38	4	41	58	.x.x.	...x.	.	.	x
4316 : 	L .x..x	H ..x.x	12	15	2	4	20	7	15	25	39	5	42	59	x..xx	xxxxx	x	.	.
4317 : 	F x.xx.	S x.x..	13	16	3	5	21	8	16	25	39	5	42	59	xxx.x	xxxxx	x	x	x
4318 : 	/ .....	P .xx.x	14	17	4	6	22	9	17	26	40	6	43	1	..x.x	.x...	.	.	.
4319 : 	I .xx..	R .x.x.	15	18	5	7	23	10	17	26	40	6	43	1	.xxx.	.x...	.	.	x
4320 : 	S x.x..	O ...xx	16	19	6	8	1	11	17	27	41	7	44	2	.x...	xxxxx	x	.	.
4321 : 	G .x.xx	B x..xx	17	20	7	9	2	12	18	27	41	7	44	2	..xxx	xxxxx	x	x	x
4322 : 	N ..xx.	E x....	18	21	8	10	3	13	19	28	42	8	45	3	x.xx.	.....	.	.	x
4323 : 	O ...xx	N ..xx.	19	22	9	11	4	14	19	29	43	9	46	4	.....	..x.x	.	.	x
4324 : 	W xx..x	+ xx.xx	20	23	10	12	5	15	19	30	44	10	47	5	xx...	xx.x.	x	.	x
4325 : 	W xx..x	+ xx.xx	21	24	11	13	6	16	20	31	45	11	48	6	x.xxx	x.x.x	x	x	x
4326 : 	C .xxx.	N ..xx.	22	25	12	14	7	17	21	32	46	12	49	7	.....	.x...	.	x	x
4327 : 	O ...xx	- xxxxx	23	26	13	15	8	18	21	33	47	13	50	8	....x	xxx.x	.	x	x
4328 : 	U xxx..	- xxxxx	24	27	14	16	9	19	21	34	1	14	51	9	x..xx	x....	.	x	x
4329 : 	3 ...x.	+ xx.xx	25	28	15	17	10	20	21	35	2	15	52	10	.x.x.	x..xx	x	x	x
4330 : 	J xx.x.	+ xx.xx	26	29	16	18	11	21	22	36	3	16	53	11	.xx..	.xx.x	x	x	x
4331 : 	+ xx.xx	. ..x..	27	30	17	19	12	22	23	37	4	17	1	12	xxx.x	...x.	x	.	.
4332 : 	G .x.xx	- xxxxx	28	31	18	20	13	23	24	37	4	17	1	12	x.xx.	...x.	x	x	x
4333 : 	V .xxxx	- xxxxx	29	1	19	21	14	24	25	38	5	18	2	13	.x...	xx...	.	.	x
4334 : 	H ..x.x	O ...xx	30	2	20	22	15	25	25	39	6	19	3	14	xx...	xxxx.	x	.	.
4335 : 	S x.x..	P .xx.x	31	3	21	23	16	26	26	39	6	19	3	14	..xxx	xxxx.	.	x	x
4336 : 	O ...xx	T ....x	32	4	22	24	17	27	26	40	7	20	4	15	x.xxx	x.x.x	x	x	x
4337 : 	- xxxxx	I .xx..	33	5	23	25	18	28	27	41	8	21	5	16	xx.xx	.x...	x	.	x
4338 : 	Q xxx.x	S x.x..	34	6	24	26	19	29	28	42	9	22	6	17	.xxx.	..xxx	.	x	x
4339 : 	W xx..x	C .xxx.	35	7	25	1	20	30	28	43	10	23	7	18	xxx.x	.x.x.	x	x	x
4340 : 	/ .....	H ..x.x	36	8	26	2	21	31	29	1	11	24	8	19	....x	..x..	x	.	.
4341 : 	V .xxxx	E x....	37	9	27	3	22	32	30	1	11	24	8	19	xx.xx	..x..	.	x	x
4342 : 	C .xxx.	+ xx.xx	38	10	28	4	23	33	30	2	12	25	9	20	xxxx.	.x.xx	.	x	x
4343 : 	J xx.x.	+ xx.xx	39	11	29	5	1	34	30	3	13	26	10	21	x.x..	x.x.x	.	x	x
4344 : 	U xxx..	3 ...x.	40	12	1	6	2	35	30	4	14	27	11	22	x...x	.xxxx	x	x	x
4345 : 	P .xx.x	+ xx.xx	41	13	2	7	3	36	31	5	15	28	12	23	...x.	x.x..	x	.	x
4346 : 	A xx...	+ xx.xx	1	14	3	8	4	37	32	6	16	29	13	24	.xx..	.xxxx	.	x	x
4347 : 	- xxxxx	4 .x...	2	15	4	9	5	38	32	7	17	30	14	25	..xx.	x...x	.	x	x
4348 : 	/ .....	. ..x..	3	16	5	10	6	39	32	8	18	31	15	26	.xxxx	.x.xx	.	x	x
4349 : 	F x.xx.	- xxxxx	4	17	6	11	7	40	32	9	19	32	16	27	x....	xx..x	.	x	x
4350 : 	/ .....	- xxxxx	5	18	7	12	8	41	32	10	20	33	17	28	xxx.x	...x.	x	x	x
4351 : 	G .x.xx	T ....x	6	19	8	13	9	42	33	11	21	34	18	29	xxxxx	x.x.x	x	.	.
4352 : 	Q xxx.x	A xx...	7	20	9	14	10	43	34	11	21	34	18	29	x....	x.x.x	x	x	x
4353 : 	B x..xx	U xxx..	8	21	10	15	11	44	35	12	22	35	19	30	.....	.xxxx	x	.	x
4354 : 	Q xxx.x	S x.x..	9	22	11	16	12	45	36	13	23	36	20	31	..xxx	.xxx.	.	x	x
4355 : 	Y x.x.x	C .xxx.	10	23	12	17	13	46	36	14	24	37	21	32	.x.x.	x...x	x	x	x
4356 : 	V .xxxx	H ..x.x	11	24	13	18	14	47	37	15	25	38	22	33	.....	.x.x.	x	.	.
4357 : 	N ..xx.	U xxx..	12	25	14	19	15	48	1	15	25	38	22	33	x....	.x.x.	.	x	x
