Step 	Input 	Output 	K1 	K2 	K3 	K4 	K5 	M1 	M2 	S1 	S2 	S3 	S4 	S5 	Chi 	Psi 	M1 	M2 	TM 
225 : 	R .x.x.	+ xx.xx	21	10	1	24	1	60	19	10	12	37	36	21	xx.x.	.x.xx	.	.	.
226 : 	I .xx..	. ..x..	22	11	2	25	2	61	19	10	12	37	36	21	...xx	.x.xx	x	.	.
227 : 	D x..x.	- xxxxx	23	12	3	26	3	1	20	10	12	37	36	21	..xx.	.x.xx	x	x	x
228 : 	J xx.x.	- xxxxx	24	13	4	1	4	2	21	11	13	38	37	22	x.x..	x...x	x	x	x
229 : 	S x.x..	D x..x.	25	14	5	2	5	3	22	12	14	39	38	23	.xx..	.x.x.	x	x	x
230 : 	4 .x...	I .xx..	26	15	6	3	6	4	23	13	15	40	39	24	...xx	..xxx	.	.	.
231 : 	L .x..x	E x....	27	16	7	4	7	5	23	13	15	40	39	24	xxxx.	..xxx	x	.	x
232 : 	Z x...x	+ xx.xx	28	17	8	5	8	6	24	14	16	41	40	25	x.x.x	xxxxx	.	x	x
233 : 	Y x.x.x	+ xx.xx	29	18	9	6	9	7	24	15	17	42	41	26	.x..x	..xxx	x	x	x
234 : 	Y x.x.x	. ..x..	30	19	10	7	10	8	25	16	18	43	42	27	xx.x.	.x.xx	x	.	.
235 : 	E x....	- xxxxx	31	20	11	8	11	9	26	16	18	43	42	27	..x..	.x.xx	.	x	x
236 : 	E x....	- xxxxx	32	21	12	9	12	10	26	17	19	44	43	28	x..xx	xxx..	.	x	x
237 : 	M ..xxx	D x..x.	33	22	13	10	13	11	26	18	20	45	44	29	x..x.	..xxx	x	x	x
238 : 	T ....x	A xx...	34	23	14	11	14	12	27	19	21	46	45	30	.x...	x...x	x	.	x
239 : 	3 ...x.	R .x.x.	35	24	15	12	15	13	28	20	22	47	46	31	x....	xx...	.	x	x
240 : 	U xxx..	S x.x..	36	25	16	13	16	14	28	21	23	48	47	32	..xxx	.xxxx	.	x	x
241 : 	. ..x..	T ....x	37	26	17	14	17	15	28	22	24	49	48	33	x.x.x	x....	x	x	x
242 : 	Q xxx.x	E x....	38	27	18	15	18	16	29	23	25	50	49	34	x.x.x	xx...	x	.	x
243 : 	X x.xxx	L .x..x	39	28	19	16	19	17	30	24	26	51	50	35	xx.x.	..x..	.	x	x
244 : 	N ..xx.	L .x..x	40	29	20	17	20	18	30	25	27	1	51	36	xx.xx	x.x..	.	x	x
245 : 	J xx.x.	U xxx..	41	30	21	18	21	19	30	26	28	2	52	37	.xx.x	.x.xx	.	x	x
246 : 	X x.xxx	N ..xx.	1	31	22	19	22	20	30	27	29	3	53	38	..x.x	x.x..	x	x	x
247 : 	G .x.xx	G .x.xx	2	1	23	20	23	21	31	28	30	4	1	39	.x.x.	.x.x.	x	.	x
248 : 	+ xx.xx	+ xx.xx	3	2	24	21	1	22	32	29	31	5	2	40	.xx..	.xx..	x	x	x
249 : 	Y x.x.x	+ xx.xx	4	3	25	22	2	23	33	30	32	6	3	41	x.x.x	xx.xx	x	.	.
250 : 	P .xx.x	. ..x..	5	4	26	23	3	24	34	30	32	6	3	41	x..x.	xx.xx	.	x	x
251 : 	W xx..x	- xxxxx	6	5	27	24	4	25	34	31	33	7	4	42	xx.x.	xxx..	x	x	x
252 : 	T ....x	- xxxxx	7	6	28	25	5	26	35	32	34	8	5	43	xxxx.	.....	.	.	.
253 : 	- xxxxx	E x....	8	7	29	26	6	27	35	32	34	8	5	43	.xxxx	.....	x	.	.
254 : 	I .xx..	I .xx..	9	8	1	1	7	28	36	32	34	8	5	43	.....	.....	x	x	x
255 : 	A xx...	N ..xx.	10	9	2	2	8	29	37	33	35	9	6	44	.x..x	x.xxx	.	.	x
256 : 	+ xx.xx	M ..xxx	11	10	3	3	9	30	37	34	36	10	7	45	.xxxx	x..xx	x	.	.
257 : 	Q xxx.x	A xx...	12	11	4	4	10	31	1	34	36	10	7	45	x.xx.	x..xx	x	x	x
258 : 	L .x..x	L .x..x	13	12	5	5	11	32	2	35	37	11	8	46	x.x..	x.x..	.	.	x
259 : 	C .xxx.	I .xx..	14	13	6	6	12	33	2	36	38	12	9	47	....x	...xx	.	.	x
260 : 	4 .x...	G .x.xx	15	14	7	7	13	34	2	37	39	13	10	48	.xxx.	.xx.x	.	.	x
261 : 	H ..x.x	+ xx.xx	16	15	8	8	14	35	2	38	40	14	11	49	..x..	xx.x.	x	.	.
262 : 	G .x.xx	+ xx.xx	17	16	9	9	15	36	3	38	40	14	11	49	.x.x.	xx.x.	x	x	x
263 : 	H ..x.x	C .xxx.	18	17	10	10	16	37	4	39	41	15	12	50	x..xx	xx...	.	x	x
264 : 	K xxxx.	. ..x..	19	18	11	11	17	38	4	40	42	16	13	51	.xx.x	x.xxx	.	x	x
265 : 	M ..xxx	- xxxxx	20	19	12	12	18	39	4	41	43	17	14	52	xx..x	....x	.	x	x
266 : 	M ..xxx	- xxxxx	21	20	13	13	19	40	4	42	44	18	15	53	x..x.	.x.x.	.	x	x
267 : 	X x.xxx	D x..x.	22	21	14	14	20	41	4	43	45	19	16	54	....x	..x..	x	x	x
268 : 	3 ...x.	I .xx..	23	22	15	15	21	42	5	1	46	20	17	55	....x	.xxxx	x	x	x
269 : 	M ..xxx	E x....	24	23	16	16	22	43	6	2	47	21	18	56	xxxxx	.x...	x	.	x
270 : 	R .x.x.	+ xx.xx	25	24	17	17	23	44	7	3	1	22	19	57	..xx.	x.xxx	x	x	x
271 : 	Q xxx.x	+ xx.xx	26	25	18	18	1	45	8	4	2	23	20	58	..x..	...x.	.	.	x
272 : 	C .xxx.	3 ...x.	27	26	19	19	2	46	8	5	3	24	21	59	x...x	xxx.x	x	.	x
273 : 	G .x.xx	+ xx.xx	28	27	20	20	3	47	9	6	4	25	22	1	x..x.	...x.	x	x	x
274 : 	R .x.x.	+ xx.xx	29	28	21	21	4	48	10	7	5	26	23	2	.xx..	xxx.x	.	.	x
275 : 	A xx...	4 .x...	30	29	22	22	5	49	10	8	6	27	24	3	xxx..	.xx..	.	.	.
276 : 	O ...xx	. ..x..	31	30	23	23	6	50	10	8	6	27	24	3	.x.xx	.xx..	x	.	.
277 : 	H ..x.x	- xxxxx	32	31	24	24	7	51	11	8	6	27	24	3	x.xx.	.xx..	x	x	x
278 : 	Y x.x.x	- xxxxx	33	1	25	25	8	52	12	9	7	28	25	4	xxxxx	x.x.x	.	.	x
279 : 	B x..xx	S x.x..	34	2	26	26	9	53	12	10	8	29	26	5	.x.xx	.xx..	.	.	.
280 : 	- xxxxx	O ...xx	35	3	27	1	10	54	12	10	8	29	26	5	x....	.xx..	.	.	.
281 : 	C .xxx.	N ..xx.	36	4	28	2	11	55	12	10	8	29	26	5	..x..	.xx..	x	.	x
282 : 	K xxxx.	D x..x.	37	5	29	3	12	56	13	11	9	30	27	6	xxxxx	x..xx	x	x	x
283 : 	/ .....	E x....	38	6	1	4	13	57	14	12	10	31	28	7	xx.x.	.x.x.	.	.	.
284 : 	A xx...	R .x.x.	39	7	2	5	14	58	14	12	10	31	28	7	xx...	.x.x.	.	.	.
285 : 	N ..xx.	A xx...	40	8	3	6	15	59	14	12	10	31	28	7	x.x..	.x.x.	.	.	.
286 : 	W xx..x	U xxx..	41	9	4	7	16	60	14	12	10	31	28	7	.xxxx	.x.x.	.	.	x
287 : 	A xx...	S x.x..	1	10	5	8	17	61	14	13	11	32	29	8	.xx.x	....x	x	.	.
288 : 	F x.xx.	S x.x..	2	11	6	9	18	1	15	13	11	32	29	8	...xx	....x	x	.	.
289 : 	N ..xx.	T ....x	3	12	7	10	19	2	16	13	11	32	29	8	..xx.	....x	x	x	x
290 : 	Q xxx.x	E x....	4	13	8	11	20	3	17	14	12	33	30	9	x.x.x	xx...	x	.	x
291 : 	X x.xxx	L .x..x	5	14	9	12	21	4	18	15	13	34	31	10	xx..x	..xxx	.	x	x
292 : 	Y x.x.x	L .x..x	6	15	10	13	22	5	18	16	14	35	32	11	x..xx	.xxxx	x	x	x
293 : 	S x.x..	U xxx..	7	16	11	14	23	6	19	17	15	36	33	12	xxx..	x.x..	.	.	x
294 : 	C .xxx.	N ..xx.	8	17	12	15	1	7	19	18	16	37	34	13	.....	.x...	x	.	.
295 : 	4 .x...	G .x.xx	9	18	13	16	2	8	20	18	16	37	34	13	.x.xx	.x...	x	x	x
296 : 	O ...xx	+ xx.xx	10	19	14	17	3	9	21	19	17	38	35	14	.x.x.	x..x.	.	x	x
297 : 	/ .....	+ xx.xx	11	20	15	18	4	10	21	20	18	39	36	15	.....	xx.xx	.	x	x
298 : 	U xxx..	. ..x..	12	21	16	19	5	11	21	21	19	40	37	16	x.x..	.xx..	x	x	x
299 : 	- xxxxx	- xxxxx	13	22	17	20	6	12	22	22	20	41	38	17	x.xxx	x.xxx	x	x	x
300 : 	H ..x.x	- xxxxx	14	23	18	21	7	13	23	23	21	42	39	18	.xx..	x.xx.	.	.	x
301 : 	H ..x.x	C .xxx.	15	24	19	22	8	14	23	24	22	43	40	19	....x	.x.x.	.	.	.
302 : 	R .x.x.	O ...xx	16	25	20	23	9	15	23	24	22	43	40	19	...xx	.x.x.	x	.	x
303 : 	K xxxx.	M ..xxx	17	26	21	24	10	16	24	25	23	44	41	20	..xx.	xxxxx	x	x	x
304 : 	U xxx..	P .xx.x	18	27	22	25	11	17	25	26	24	45	42	21	x.xx.	..xxx	.	.	x
305 : 	C .xxx.	U xxx..	19	28	23	26	12	18	25	27	25	46	43	22	.x.xx	xx..x	.	.	x
306 : 	- xxxxx	T ....x	20	29	24	1	13	19	25	28	26	47	44	23	xxx..	...x.	.	.	.
307 : 	C .xxx.	E x....	21	30	25	2	14	20	25	28	26	47	44	23	xxx..	...x.	x	.	.
308 : 	R .x.x.	R .x.x.	22	31	26	3	15	21	26	28	26	47	44	23	...x.	...x.	x	x	x
309 : 	Y x.x.x	+ xx.xx	23	1	27	4	16	22	27	29	27	48	45	24	.x.xx	..x.x	x	.	x
310 : 	- xxxxx	+ xx.xx	24	2	28	5	17	23	28	30	28	49	46	25	xxx.x	xx..x	x	x	x
311 : 	Z x...x	M ..xxx	25	3	29	6	18	24	29	31	29	50	47	26	..x.x	x..xx	.	.	.
312 : 	C .xxx.	- xxxxx	26	4	1	7	19	25	29	31	29	50	47	26	...x.	x..xx	x	.	x
313 : 	G .x.xx	- xxxxx	27	5	2	8	20	26	30	32	30	51	48	27	xx..x	.xx.x	.	x	x
314 : 	. ..x..	M ..xxx	28	6	3	9	21	27	30	33	31	1	49	28	xxxxx	xxx..	x	x	x
315 : 	N ..xx.	E x....	29	7	4	10	22	28	31	34	32	2	50	29	.xxxx	xx..x	x	.	.
316 : 	- xxxxx	D x..x.	30	8	5	11	23	29	32	34	32	2	50	29	x.x..	xx..x	.	x	x
317 : 	W xx..x	I .xx..	31	9	6	12	1	30	32	35	33	3	51	30	.x...	xxx.x	x	x	x
318 : 	I .xx..	Z x...x	32	10	7	13	2	31	33	36	34	4	52	31	xxxxx	...x.	x	.	.
319 : 	J xx.x.	I .xx..	33	11	8	14	3	32	34	36	34	4	52	31	x.x..	...x.	.	x	x
320 : 	O ...xx	N ..xx.	34	12	9	15	4	33	34	37	35	5	53	32	.....	..x.x	.	x	x
321 : 	+ xx.xx	+ xx.xx	35	13	10	16	5	34	34	38	36	6	1	33	x..x.	x..x.	.	x	x
322 : 	/ .....	+ xx.xx	36	14	11	17	6	35	34	39	37	7	2	34	.xxxx	x.x..	x	x	x
323 : 	N ..xx.	. ..x..	37	15	12	18	7	36	35	40	38	8	3	35	x....	x..x.	x	.	.
324 : 	S x.x..	- xxxxx	38	16	13	19	8	37	36	40	38	8	3	35	xx..x	x..x.	.	x	x
325 : 	/ .....	- xxxxx	39	17	14	20	9	38	36	41	39	9	4	36	x..xx	.xx..	.	x	x
326 : 	Q xxx.x	I .xx..	40	18	15	21	10	39	36	42	40	10	5	37	xx...	.x..x	.	x	x
327 : 	H ..x.x	M ..xxx	41	19	16	22	11	40	36	43	41	11	6	38	.xx..	.xxx.	.	x	x
328 : 	K xxxx.	+ xx.xx	1	20	17	23	12	41	36	1	42	12	7	39	..xxx	...x.	x	x	x
329 : 	W xx..x	+ xx.xx	2	21	18	24	13	42	37	2	43	13	8	40	..xx.	..x..	x	.	x
330 : 	Q xxx.x	. ..x..	3	22	19	25	14	43	1	3	44	14	9	41	...x.	xx.xx	x	x	x
331 : 	H ..x.x	- xxxxx	4	23	20	26	15	44	2	4	45	15	10	42	xx.x.	.....	x	.	x
332 : 	S x.x..	- xxxxx	5	24	21	1	16	45	3	5	46	16	11	43	x.x.x	xxxx.	.	x	x
333 : 	Z x...x	P .xx.x	6	25	22	2	17	46	3	6	47	17	12	44	x.x.x	.x..x	x	x	x
334 : 	A xx...	A xx...	7	26	23	3	18	47	4	7	1	18	13	45	x..xx	x..xx	x	x	x
335 : 	E x....	D x..x.	8	27	24	4	19	48	5	8	2	19	14	46	..xx.	..x..	.	x	x
336 : 	3 ...x.	E x....	9	28	25	5	20	49	5	9	3	20	15	47	.xx.x	xxxxx	.	x	x
337 : 	3 ...x.	R .x.x.	10	29	26	6	21	50	5	10	4	21	16	48	.x..x	....x	x	x	x
338 : 	N ..xx.	B x..xx	11	30	27	7	22	51	6	11	5	22	17	49	.x.xx	xxxx.	x	.	.
339 : 	L .x..x	O ...xx	12	31	28	8	23	52	7	11	5	22	17	49	x.x..	xxxx.	.	x	x
340 : 	U xxx..	R .x.x.	13	1	29	9	1	53	7	12	6	23	18	50	xxxx.	.x...	.	x	x
341 : 	R .x.x.	N ..xx.	14	2	1	10	2	54	7	13	7	24	19	51	.x.xx	..xxx	.	x	x
342 : 	G .x.xx	E x....	15	3	2	11	3	55	7	14	8	25	20	52	.....	xx.xx	x	x	x
343 : 	R .x.x.	R .x.x.	16	4	3	12	4	56	8	15	9	26	21	53	..x..	..x..	x	.	x
344 : 	+ xx.xx	+ xx.xx	17	5	4	13	5	57	9	16	10	27	22	54	.xxx.	.xxx.	.	x	x
345 : 	B x..xx	+ xx.xx	18	6	5	14	6	58	9	17	11	28	23	55	xxx.x	x.x.x	.	x	x
346 : 	/ .....	. ..x..	19	7	6	15	7	59	9	18	12	29	24	56	.x...	.xx..	.	x	x
347 : 	W xx..x	- xxxxx	20	8	7	16	8	60	9	19	13	30	25	57	x.xxx	x...x	.	x	x
348 : 	A xx...	- xxxxx	21	9	8	17	9	61	9	20	14	31	26	58	xxxxx	xx...	x	x	x
349 : 	C .xxx.	H ..x.x	22	10	9	18	10	1	10	21	15	32	27	59	.x...	...xx	x	.	.
350 : 	B x..xx	E x....	23	11	10	19	11	2	11	21	15	32	27	59	.....	...xx	x	x	x
351 : 	T ....x	I .xx..	24	12	11	20	12	3	12	22	16	33	28	1	x.xxx	xx.x.	x	.	x
352 : 	B x..xx	N ..xx.	25	13	12	21	13	4	13	23	17	34	29	2	.....	x.x.x	.	x	x
353 : 	Y x.x.x	Z x...x	26	14	13	22	14	5	13	24	18	35	30	3	.x...	.xx..	x	x	x
354 : 	F x.xx.	+ xx.xx	27	15	14	23	15	6	14	25	19	36	31	4	x..x.	xxxxx	.	.	.
355 : 	- xxxxx	+ xx.xx	28	16	15	24	16	7	14	25	19	36	31	4	xx.xx	xxxxx	x	.	x
356 : 	T ....x	. ..x..	29	17	16	25	17	8	15	26	20	37	32	5	..xxx	...x.	x	.	.
357 : 	3 ...x.	- xxxxx	30	18	17	26	18	9	16	26	20	37	32	5	xxxxx	...x.	.	x	x
358 : 	3 ...x.	- xxxxx	31	19	18	1	19	10	16	27	21	38	33	6	.xx..	x...x	.	x	x
359 : 	- xxxxx	N ..xx.	32	20	19	2	20	11	16	28	22	39	34	7	x...x	.x...	x	x	x
360 : 	E x....	I .xx..	33	21	20	3	21	12	17	29	23	40	35	8	x..xx	.xxxx	x	.	x
361 : 	N ..xx.	X x.xxx	34	22	21	4	22	13	18	30	24	41	36	9	..xxx	x.xx.	.	x	x
362 : 	B x..xx	D x..x.	35	23	22	5	23	14	18	31	25	42	37	10	xxx..	xxx.x	.	x	x
363 : 	/ .....	O ...xx	36	24	23	6	1	15	18	32	26	43	38	11	.....	...xx	x	x	x
364 : 	G .x.xx	R .x.x.	37	25	24	7	2	16	19	33	27	44	39	12	x.xxx	x.xx.	x	.	x
365 : 	U xxx..	F x.xx.	38	26	25	8	3	17	20	34	28	45	40	13	x.x..	xxxx.	.	x	x
366 : 	+ xx.xx	+ xx.xx	39	27	26	9	4	18	20	35	29	46	41	14	x..x.	x..x.	.	x	x
367 : 	R .x.x.	+ xx.xx	40	28	27	10	5	19	20	36	30	47	42	15	xx.x.	.x.xx	.	x	x
368 : 	O ...xx	3 ...x.	41	29	28	11	6	20	20	37	31	48	43	16	.xx.x	.xx..	x	x	x
369 : 	I .xx..	+ xx.xx	1	30	29	12	7	21	21	38	32	49	44	17	.xx..	xx.xx	x	x	x
370 : 	/ .....	+ xx.xx	2	31	1	13	8	22	22	39	33	50	45	18	...xx	xx...	x	x	x
371 : 	Y x.x.x	4 .x...	3	1	2	14	9	23	23	40	34	51	46	19	.x..x	x.x..	x	.	x
372 : 	- xxxxx	. ..x..	4	2	3	15	10	24	24	41	35	1	47	20	xxx..	..xxx	.	x	x
373 : 	4 .x...	- xxxxx	5	3	4	16	11	25	24	42	36	2	48	21	x.xx.	....x	x	x	x
374 : 	P .xx.x	- xxxxx	6	4	5	17	12	26	25	43	37	3	49	22	x.xxx	..x.x	.	.	x
375 : 	- xxxxx	M ..xxx	7	5	6	18	13	27	25	1	38	4	50	23	xx...	.....	x	.	x
376 : 	Q xxx.x	U xxx..	8	6	7	19	14	28	26	2	39	5	51	24	.xx..	.xx.x	x	x	x
377 : 	T ....x	S x.x..	9	7	8	20	15	29	27	3	40	6	52	25	.xxx.	xx.xx	.	.	.
378 : 	R .x.x.	E x....	10	8	9	21	16	30	27	3	40	6	52	25	....x	xx.xx	x	.	.
379 : 	C .xxx.	U xxx..	11	9	10	22	17	31	28	3	40	6	52	25	.x..x	xx.xx	x	x	x
380 : 	Y x.x.x	M ..xxx	12	10	11	23	18	32	29	4	41	7	53	26	xxxxx	.xx.x	.	.	.
381 : 	G .x.xx	S x.x..	13	11	12	24	19	33	29	4	41	7	53	26	x..x.	.xx.x	.	.	.
382 : 	A xx...	F x.xx.	14	12	13	25	20	34	29	4	41	7	53	26	...xx	.xx.x	.	.	x
383 : 	B x..xx	O ...xx	15	13	14	26	21	35	29	5	42	8	1	27	...xx	x..xx	x	.	x
384 : 	M ..xxx	R .x.x.	16	14	15	1	22	36	30	6	43	9	2	28	.x..x	..x..	x	x	x
385 : 	O ...xx	U xxx..	17	15	16	2	23	37	31	7	44	10	3	29	..x..	xx.xx	.	.	.
386 : 	3 ...x.	M ..xxx	18	16	17	3	1	38	31	7	44	10	3	29	xxxx.	xx.xx	.	.	x
387 : 	W xx..x	+ xx.xx	19	17	18	4	2	39	31	8	45	11	4	30	..xxx	..x.x	.	.	.
388 : 	N ..xx.	+ xx.xx	20	18	19	5	3	40	31	8	45	11	4	30	xx...	..x.x	.	.	x
389 : 	. ..x..	. ..x..	21	19	20	6	4	41	31	9	46	12	5	31	xx...	xx...	x	.	.
390 : 	T ....x	- xxxxx	22	20	21	7	5	42	32	9	46	12	5	31	..xx.	xx...	x	x	x
391 : 	Y x.x.x	- xxxxx	23	21	22	8	6	43	33	10	47	13	6	32	..x.x	.xxxx	x	.	x
392 : 	P .xx.x	P .xx.x	24	22	23	9	7	44	34	11	1	14	7	33	x..x.	x..x.	x	x	x
393 : 	H ..x.x	R .x.x.	25	23	24	10	8	45	35	12	2	15	8	34	.xxxx	.....	.	.	x
394 : 	B x..xx	A xx...	26	24	25	11	9	46	35	13	3	16	9	35	..x.x	.xxx.	x	.	.
395 : 	R .x.x.	S x.x..	27	25	26	12	10	47	36	13	3	16	9	35	x....	.xxx.	x	x	x
396 : 	D x..x.	E x....	28	26	27	13	11	48	37	14	4	17	10	36	x..x.	x....	.	.	x
397 : 	4 .x...	N ..xx.	29	27	28	14	12	49	37	15	5	18	11	37	..x.x	.x.xx	.	.	x
398 : 	Z x...x	T ....x	30	28	29	15	13	50	37	16	6	19	12	38	xxx..	.xx..	x	.	x
399 : 	E x....	I .xx..	31	29	1	16	14	51	1	17	7	20	13	39	.x.x.	x.xx.	x	x	x
400 : 	3 ...x.	E x....	32	30	2	17	15	52	2	18	8	21	14	40	xx.x.	.x...	.	.	.
401 : 	X x.xxx	R .x.x.	33	31	3	18	16	53	2	18	8	21	14	40	x.x.x	.x...	.	.	.
402 : 	. ..x..	T ....x	34	1	4	19	17	54	2	18	8	21	14	40	.xx.x	.x...	.	.	x
403 : 	B x..xx	+ xx.xx	35	2	5	20	18	55	2	19	9	22	15	41	xxxxx	x.xxx	x	.	.
404 : 	I .xx..	+ xx.xx	36	3	6	21	19	56	3	19	9	22	15	41	.....	x.xxx	x	x	x
405 : 	L .x..x	. ..x..	37	4	7	22	20	57	4	20	10	23	16	42	x.x.x	xx...	.	x	x
406 : 	N ..xx.	- xxxxx	38	5	8	23	21	58	4	21	11	24	17	43	xxxxx	..xx.	.	x	x
407 : 	Q xxx.x	- xxxxx	39	6	9	24	22	59	4	22	12	25	18	44	xx.xx	xx..x	.	x	x
408 : 	3 ...x.	V .xxxx	40	7	10	25	23	60	4	23	13	26	19	45	xx.x.	x.xxx	.	x	x
409 : 	G .x.xx	O ...xx	41	8	11	26	1	61	4	24	14	27	20	46	..xx.	.xxx.	x	x	x
410 : 	+ xx.xx	M ..xxx	1	9	12	1	2	1	5	25	15	28	21	47	.x..x	x.x.x	x	x	x
411 : 	U xxx..	+ xx.xx	2	10	13	2	3	2	6	26	16	29	22	48	.x...	.xxxx	x	.	.
412 : 	F x.xx.	+ xx.xx	3	11	14	3	4	3	7	26	16	29	22	48	...x.	.xxxx	x	x	x
413 : 	+ xx.xx	W xx..x	4	12	15	4	5	4	8	27	17	30	23	49	x..x.	x....	.	.	x
414 : 	U xxx..	T ....x	5	13	16	5	6	5	8	28	18	31	24	50	x.x.x	.x...	x	.	x
415 : 	D x..x.	M ..xxx	6	14	17	6	7	6	9	29	19	32	25	51	xxx..	.x..x	.	x	x
416 : 	Q xxx.x	+ xx.xx	7	15	18	7	8	7	9	30	20	33	26	52	x.xxx	x...x	x	x	x
417 : 	. ..x..	+ xx.xx	8	16	19	8	9	8	10	31	21	34	27	53	.x..x	x.xx.	x	.	x
418 : 	4 .x...	. ..x..	9	17	20	9	10	9	11	32	22	35	28	54	...x.	.xxx.	.	x	x
419 : 	I .xx..	- xxxxx	10	18	21	10	11	10	11	33	23	36	29	55	.xxx.	xxx.x	.	x	x
420 : 	3 ...x.	- xxxxx	11	19	22	11	12	11	11	34	24	37	30	56	.xx.x	x....	x	x	x
421 : 	4 .x...	O ...xx	12	20	23	12	13	12	12	35	25	38	31	57	x....	xx.xx	x	.	.
422 : 	B x..xx	K xxxx.	13	21	24	13	14	13	13	35	25	38	31	57	x.xx.	xx.xx	.	x	x
423 : 	M ..xxx	T ....x	14	22	25	14	15	14	13	36	26	39	32	58	..x..	...x.	.	x	x
424 : 	V .xxxx	O ...xx	15	23	26	15	16	15	13	37	27	40	33	59	.x..x	..x.x	x	x	x
425 : 	I .xx..	B x..xx	16	24	27	16	17	16	14	38	28	41	34	1	...xx	xxx..	x	.	.
426 : 	G .x.xx	E x....	17	25	28	17	18	17	15	38	28	41	34	1	..xxx	xxx..	.	.	x
427 : 	L .x..x	R .x.x.	18	26	29	18	19	18	15	39	29	42	35	2	x.x..	x.xxx	.	.	x
428 : 	/ .....	+ xx.xx	19	27	1	19	20	19	15	40	30	43	36	3	....x	xx.x.	.	.	x
429 : 	P .xx.x	+ xx.xx	20	28	2	20	21	20	15	41	31	44	37	4	xx.xx	.xx.x	x	.	x
430 : 	X x.xxx	. ..x..	21	29	3	21	22	21	16	42	32	45	38	5	xxx.x	.xxx.	x	x	x
431 : 	A xx...	- xxxxx	22	30	4	22	23	22	17	43	33	46	39	6	.xx..	.x.xx	x	.	.
432 : 	D x..x.	- xxxxx	23	31	5	23	1	23	18	43	33	46	39	6	..xx.	.x.xx	x	x	x
433 : 	R .x.x.	B x..xx	24	1	6	24	2	24	19	1	34	47	40	7	xx.xx	...x.	.	.	x
434 : 	H ..x.x	I .xx..	25	2	7	25	3	25	19	2	35	48	41	8	.xxx.	..xxx	x	.	.
435 : 	Y x.x.x	S x.x..	26	3	8	26	4	26	20	2	35	48	41	8	..xx.	..xxx	.	x	x
436 : 	W xx..x	+ xx.xx	27	4	9	1	5	27	20	3	36	49	42	9	x....	x..x.	x	x	x
437 : 	O ...xx	+ xx.xx	28	5	10	2	6	28	21	4	37	50	43	10	xx..x	....x	x	x	x
438 : 	Q xxx.x	. ..x..	29	6	11	3	7	29	22	5	38	51	44	11	.xxx.	x.xxx	.	x	x
439 : 	R .x.x.	Q xxx.x	30	7	12	4	8	30	22	6	39	1	45	12	xx.xx	.xx..	x	x	x
440 : 	K xxxx.	M ..xxx	31	8	13	5	9	31	23	7	40	2	46	13	....x	xx...	x	.	.
441 : 	+ xx.xx	+ xx.xx	32	9	14	6	10	32	24	7	40	2	46	13	xx...	xx...	.	x	x
442 : 	V .xxxx	+ xx.xx	33	10	15	7	11	33	24	8	41	3	47	14	xx.x.	.xxx.	.	x	x
443 : 	E x....	. ..x..	34	11	16	8	12	34	24	9	42	4	48	15	..x.x	x...x	.	x	x
444 : 	P .xx.x	- xxxxx	35	12	17	9	13	35	24	10	43	5	49	16	x.xx.	..x..	x	x	x
445 : 	/ .....	- xxxxx	36	13	18	10	14	36	25	11	44	6	50	17	..xx.	xx..x	x	.	x
446 : 	+ xx.xx	M ..xxx	37	14	19	11	15	37	26	12	45	7	51	18	xx...	..x..	.	x	x
447 : 	O ...xx	A xx...	38	15	20	12	16	38	26	13	46	8	52	19	x...x	.x.x.	.	x	x
448 : 	C .xxx.	I .xx..	39	16	21	13	17	39	26	14	47	9	53	20	xxxxx	xxx.x	.	x	x
449 : 	P .xx.x	+ xx.xx	40	17	22	14	18	40	26	15	1	10	1	21	x.x.x	...xx	.	x	x
450 : 	F x.xx.	+ xx.xx	41	18	23	15	19	41	26	16	2	11	2	22	.x...	..x.x	x	x	x
451 : 	Z x...x	. ..x..	1	19	24	16	20	42	27	17	3	12	3	23	.xxxx	xx.x.	x	.	.
452 : 	3 ...x.	- xxxxx	2	20	25	17	21	43	28	17	3	12	3	23	..xxx	xx.x.	x	x	x
453 : 	+ xx.xx	- xxxxx	3	21	26	18	22	44	29	18	4	13	4	24	....x	..x.x	x	.	x
454 : 	+ xx.xx	D x..x.	4	22	27	19	23	45	30	19	5	14	5	25	x....	xx..x	.	x	x
455 : 	Y x.x.x	E x....	5	23	28	20	1	46	30	20	6	15	6	26	xxxx.	xx.xx	x	x	x
456 : 	S x.x..	N ..xx.	6	24	29	21	2	47	31	21	7	16	7	27	x.x.x	..xxx	x	.	.
457 : 	I .xx..	+ xx.xx	7	25	1	22	3	48	32	21	7	16	7	27	x....	..xxx	.	x	x
458 : 	T ....x	+ xx.xx	8	26	2	23	4	49	32	22	8	17	8	28	...x.	xx...	.	x	x
459 : 	Z x...x	. ..x..	9	27	3	24	5	50	32	23	9	18	9	29	..xx.	x..xx	x	x	x
460 : 	Q xxx.x	- xxxxx	10	28	4	25	6	51	33	24	10	19	10	30	.xxxx	.xx.x	x	.	x
461 : 	M ..xxx	- xxxxx	11	29	5	26	7	52	34	25	11	20	11	31	.xxx.	x.xx.	.	x	x
462 : 	/ .....	E x....	12	30	6	1	8	53	34	26	12	21	12	32	xx..x	.x..x	.	x	x
463 : 	V .xxxx	I .xx..	13	31	7	2	9	54	34	27	13	22	13	33	x.x.x	x.xx.	.	x	x
